we,wnu,ae,anu,theta12,theta23,theta13,J,absJ,unitarity_defect,gap_e,gap_nu,loss
-12,-10,0.07999999999999999,-0.08,30.43458282395797,52.40852909555714,6.741176946955283,-0.005636008709993135,0.005636008709993135,7.596742116431459e-16,1.039106764979826,1.0647288003033644,34.5489793246686
-8,-6,0.01999999999999999,0.0,29.092345348695325,44.81178063191181,8.953942131217833,-0.005610053517590495,0.005610053517590495,1.8869709274875228e-15,1.1659379496017175,3.028185228836953,34.869715507039516
8,6,0.01999999999999999,0.0,29.092345348695325,44.81178063191181,8.953942131217833,0.005610053517590495,0.005610053517590495,1.8869709274875228e-15,1.1659379496017175,3.028185228836953,34.869715507039516
10,-12,-0.04000000000000001,-0.04000000000000001,23.26572457227456,41.362572741090204,9.717658185512095,-0.02697144260553307,0.02697144260553307,1.1617856393527425e-15,1.0690771009086155,1.0351594259879517,35.03257456921117
-10,12,-0.04000000000000001,-0.04000000000000001,23.26572457227456,41.362572741090204,9.717658185512095,0.02697144260553307,0.02697144260553307,1.1617856393527425e-15,1.0690771009086155,1.0351594259879517,35.03257456921117
-6,12,-0.060000000000000005,-0.1,31.368342473108214,47.16535422227792,13.413411996447508,-0.047855612523145984,0.047855612523145984,1.1491361391798224e-15,3.0403998933338126,1.087375865468829,35.047574871746264
6,-12,-0.060000000000000005,-0.1,31.368342473108214,47.16535422227792,13.413411996447508,0.047855612523145984,0.047855612523145984,1.1491361391798224e-15,3.0403998933338126,1.087375865468829,35.047574871746264
10,-12,0.07999999999999999,-0.08,35.22497619528343,61.091870985861135,11.87023302925829,0.017388801688896057,0.017388801688896057,8.521006918398717e-16,1.104389817392146,1.0719850965045037,35.94051275578093
-10,12,0.07999999999999999,-0.08,35.22497619528343,61.091870985861135,11.87023302925829,-0.017388801688896057,0.017388801688896057,8.521006918398717e-16,1.104389817392146,1.0719850965045037,35.94051275578093
10,12,0.04000000000000001,-0.1,41.85774796679985,58.71850093058938,11.077911772319789,-0.024942571921778105,0.024942571921778105,8.912090153635656e-16,1.085691128904503,1.087375865468829,36.06340663856656
-10,-12,0.04000000000000001,-0.1,41.85774796679985,58.71850093058938,11.077911772319789,0.024942571921778105,0.024942571921778105,8.912090153635656e-16,1.085691128904503,1.087375865468829,36.06340663856656
-10,-8,0.1,-0.020000000000000004,26.652525886196234,55.57215892253816,12.924465108600588,0.038161764690064985,0.038161764690064985,2.3433334072293015e-15,1.1146030810050875,1.1821650536412582,36.50911239435876
10,8,0.1,-0.020000000000000004,26.652525886196234,55.57215892253816,12.924465108600588,-0.038161764690064985,0.038161764690064985,2.3433334072293015e-15,1.1146030810050875,1.1821650536412582,36.50911239435876
-10,-12,0.06,-0.1,37.89899886227958,62.78731809783459,10.029326298073569,0.015793363425394266,0.015793363425394266,1.315684549584454e-15,1.0940665341955875,1.087375865468829,38.119305174793986
10,12,0.06,-0.1,37.89899886227958,62.78731809783459,10.029326298073569,-0.015793363425394266,0.015793363425394266,1.315684549584454e-15,1.0940665341955875,1.087375865468829,38.119305174793986
12,10,0.07999999999999999,-0.1,32.94538125742339,54.429727496180725,4.568112964831827,0.010075145433575291,0.010075145433575291,8.001758735069514e-16,1.039106764979826,1.0635732977383383,38.34312608709681
-12,-10,0.07999999999999999,-0.1,32.94538125742339,54.429727496180725,4.568112964831827,-0.010075145433575291,0.010075145433575291,8.001758735069514e-16,1.039106764979826,1.0635732977383383,38.34312608709681
6,10,-0.04000000000000001,0.0,33.12307928499715,31.134750372743962,10.019153690443504,-0.03080159687895981,0.03080159687895981,1.1262404101138591e-15,3.037769026520539,1.0760126198664983,38.44407447116577
-6,-10,-0.04000000000000001,0.0,33.12307928499715,31.134750372743962,10.019153690443504,0.03080159687895981,0.03080159687895981,1.1262404101138591e-15,3.037769026520539,1.0760126198664983,38.44407447116577
10,-12,-0.060000000000000005,-0.08,39.023771390306486,42.023644659547394,11.722043002595035,0.0122145704523586,0.0122145704523586,1.4748373738114126e-15,1.0665281428175768,1.0719850965045037,39.11076038400178
-10,12,-0.060000000000000005,-0.08,39.023771390306486,42.023644659547394,11.722043002595035,-0.0122145704523586,0.0122145704523586,1.4748373738114126e-15,1.0665281428175768,1.0719850965045037,39.11076038400178
-6,12,-0.08,-0.08,40.827090125004254,58.04286382632271,12.718215042625992,-0.03541983620432805,0.03541983620432805,1.6468511231469621e-15,3.041966809647862,1.0719850965045037,40.006245538611736
6,-12,-0.08,-0.08,40.827090125004254,58.04286382632271,12.718215042625992,0.03541983620432805,0.03541983620432805,1.6468511231469621e-15,3.041966809647862,1.0719850965045037,40.006245538611736
12,-10,-0.020000000000000004,-0.08,40.4778778294507,43.11108975856476,12.76625711713221,-0.01920073747207205,0.01920073747207205,3.905555678715502e-16,1.0169878828320382,1.0647288003033644,40.663775054365665
-12,10,-0.020000000000000004,-0.08,40.4778778294507,43.11108975856476,12.76625711713221,0.01920073747207205,0.01920073747207205,3.905555678715502e-16,1.0169878828320382,1.0647288003033644,40.663775054365665
