N_gen,winding,asym,score,unitarity_defect,condition_number,rank_eff,mixing_entropy,J_like,absJ_like,min_singular,max_singular,singular_values
4,-11,-0.13,1.7877883817419933,0.594807307141869,1.5288839903500178,4,1.5133611874803459,0.0,0.0,0.7804327634761075,1.1931911576232428,"1.193191e+00,1.062253e+00,9.641228e-01,7.804328e-01"
4,12,0.19,1.7875024737123288,0.5924515004598342,1.5423133029034808,4,1.5138958440628172,-4.336808689942018e-18,4.336808689942018e-18,0.7617545045808212,1.174864105961651,"1.174864e+00,1.081643e+00,9.817386e-01,7.617545e-01"
4,-12,0.19,1.7875024737123288,0.5924515004598342,1.5423133029034808,4,1.5138958440628172,4.336808689942018e-18,4.336808689942018e-18,0.7617545045808212,1.174864105961651,"1.174864e+00,1.081643e+00,9.817386e-01,7.617545e-01"
3,12,-0.08000000000000002,1.7788412110757126,0.25657860758301276,1.1985151548568116,3,1.1329345149872128,0.0,0.0,0.9109058543488507,1.091734471084889,"1.091734e+00,9.973597e-01,9.109059e-01"
3,-12,-0.08000000000000002,1.7788412110757126,0.25657860758301276,1.1985151548568116,3,1.1329345149872128,0.0,0.0,0.9109058543488507,1.091734471084889,"1.091734e+00,9.973597e-01,9.109059e-01"
4,11,0.18,1.777628364787178,0.6207808353610514,1.4453242425507045,4,1.517455739844129,0.0,0.0,0.8191677516097013,1.1839630101172551,"1.183963e+00,1.118767e+00,8.781027e-01,8.191678e-01"
4,-11,0.18,1.777628364787178,0.6207808353610514,1.4453242425507045,4,1.517455739844129,0.0,0.0,0.8191677516097013,1.1839630101172551,"1.183963e+00,1.118767e+00,8.781027e-01,8.191678e-01"
3,12,0.07,1.773582017191076,0.25955501341193954,1.2025629755374203,3,1.1340571465681573,0.0,0.0,0.9067233159128052,1.0903918887732593,"1.090392e+00,1.002885e+00,9.067233e-01"
3,-12,0.07,1.773582017191076,0.25955501341193954,1.2025629755374203,3,1.1340571465681573,0.0,0.0,0.9067233159128052,1.0903918887732593,"1.090392e+00,1.002885e+00,9.067233e-01"
4,-11,-0.14,1.7650428522955777,0.6122585043698362,1.5446432483912231,4,1.5186927431829866,0.0,0.0,0.7778637533129078,1.2015219947230389,"1.201522e+00,1.060992e+00,9.596220e-01,7.778638e-01"
4,11,-0.14,1.7650428522955777,0.6122585043698362,1.5446432483912231,4,1.5186927431829866,0.0,0.0,0.7778637533129078,1.2015219947230389,"1.201522e+00,1.060992e+00,9.596220e-01,7.778638e-01"
3,12,-0.09000000000000001,1.7613355073310117,0.26742760422058054,1.207324138367336,3,1.1356633343713831,0.0,0.0,0.9078475281652243,1.0960662347109953,"1.096066e+00,9.960862e-01,9.078475e-01"
3,-12,-0.09000000000000001,1.7613355073310117,0.26742760422058054,1.207324138367336,3,1.1356633343713831,0.0,0.0,0.9078475281652243,1.0960662347109953,"1.096066e+00,9.960862e-01,9.078475e-01"
4,-12,0.2,1.7603206236181623,0.6122329636251477,1.5669650778492588,4,1.5214810231085383,0.0,0.0,0.7525357405763832,1.1791972253166219,"1.179197e+00,1.086896e+00,9.813715e-01,7.525357e-01"
4,12,0.2,1.7603206236181623,0.6122329636251477,1.5669650778492588,4,1.5214810231085383,0.0,0.0,0.7525357405763832,1.1791972253166219,"1.179197e+00,1.086896e+00,9.813715e-01,7.525357e-01"
3,12,0.08000000000000002,1.7554789224126852,0.2706930222360846,1.2125062494147911,3,1.1370640094518858,0.0,0.0,0.9019531562999613,1.093623838693099,"1.093624e+00,1.004423e+00,9.019532e-01"
3,-12,0.08000000000000002,1.7554789224126852,0.2706930222360846,1.2125062494147911,3,1.1370640094518858,0.0,0.0,0.9019531562999613,1.093623838693099,"1.093624e+00,1.004423e+00,9.019532e-01"
4,11,0.19,1.7554299024650448,0.6385167250607005,1.4585266137015753,4,1.5232038544938593,-2.168404344971009e-19,2.168404344971009e-19,0.8156222806410101,1.1896068030428883,"1.189607e+00,1.121741e+00,8.730301e-01,8.156223e-01"
