scale,i13,cp_e,cp_nu,cp_rel,beta_e,beta_nu,beta_rel,phase_e,phase_nu,phase_rel,theta12,theta23,theta13,J,absJ,unitarity_defect,raw_leakage,loss
2.35,-0.5,0.055,0.175,0.12,-0.002,-0.008,-0.006,-0.012,0.0505,0.0625,35.52928952195624,45.8261090705047,9.14549528924472,-0.02465197284069054,0.02465197284069054,2.322854004375133e-16,0.0,14.868865662240056
2.35,-0.5,0.055,0.175,0.12,-0.004,-0.01,-0.006,-0.012,0.0505,0.0625,35.52928952195624,45.8261090705047,9.145495289244717,-0.024651972840690522,0.024651972840690522,4.1782186523549437e-16,0.0,14.868865662240058
2.35,-0.5,0.055,0.175,0.12,-0.006,-0.012,-0.006,-0.012,0.0505,0.0625,35.52928952195624,45.8261090705047,9.145495289244721,-0.02465197284069054,0.02465197284069054,2.98886360953769e-16,0.0,14.868865662240069
2.35,-0.5,0.066,0.156,0.09,-0.002,-0.014,-0.012,-0.018,0.052000000000000005,0.07,33.09198830915252,44.16847965855838,9.20925515425963,-0.028116242073930486,0.028116242073930486,4.972336036620126e-16,0.0,14.869523402545227
2.35,-0.5,0.066,0.156,0.09,-0.006,-0.018000000000000002,-0.012,-0.018,0.052000000000000005,0.07,33.09198830915251,44.168479658558375,9.209255154259628,-0.0281162420739305,0.0281162420739305,3.174360293061266e-16,0.0,14.869523402545239
2.35,-0.5,0.066,0.156,0.09,-0.004,-0.016,-0.012,-0.018,0.052000000000000005,0.07,33.09198830915252,44.168479658558375,9.20925515425963,-0.0281162420739305,0.0281162420739305,5.138827338888352e-16,0.0,14.869523402545248
2.2,-0.45,0.077,0.16699999999999998,0.09,-0.006,-0.01,-0.004,-0.024,0.0385,0.0625,32.754381984681075,44.60324239383372,8.005410765487104,-0.02504465917448881,0.02504465917448881,3.3972246307450016e-16,0.0,14.877067539989044
2.2,-0.45,0.077,0.16699999999999998,0.09,-0.004,-0.008,-0.004,-0.024,0.0385,0.0625,32.754381984681075,44.60324239383372,8.005410765487103,-0.025044659174488802,0.025044659174488802,2.1465757363639564e-16,0.0,14.877067539989064
2.2,-0.45,0.077,0.16699999999999998,0.09,-0.002,-0.006,-0.004,-0.024,0.0385,0.0625,32.754381984681075,44.6032423938337,8.005410765487104,-0.025044659174488802,0.025044659174488802,3.0520289229708144e-16,0.0,14.87706753998911
2.2,-0.45,0.077,0.177,0.1,-0.002,-0.014,-0.012,-0.018,0.037000000000000005,0.055,34.25607851967532,46.29319614499307,7.716396072634949,-0.02225088754366373,0.02225088754366373,4.3135356436057617e-16,0.0,14.91564383918712
2.2,-0.45,0.077,0.177,0.1,-0.006,-0.018000000000000002,-0.012,-0.018,0.037000000000000005,0.055,34.25607851967531,46.293196144993075,7.7163960726349465,-0.02225088754366372,0.02225088754366372,2.527403402256079e-16,0.0,14.91564383918713
2.2,-0.45,0.077,0.177,0.1,-0.004,-0.016,-0.012,-0.018,0.037000000000000005,0.055,34.25607851967531,46.293196144993075,7.7163960726349465,-0.02225088754366371,0.02225088754366371,3.528126476629581e-16,0.0,14.91564383918714
2.5,-0.5,0.066,0.156,0.09,-0.004,-0.01,-0.006,-0.024,0.0385,0.0625,35.128153295224166,46.69135139758315,9.78444548612368,-0.03101626794509018,0.03101626794509018,5.120696846409892e-16,0.0,14.925361225665045
2.5,-0.5,0.066,0.156,0.09,-0.002,-0.008,-0.006,-0.024,0.0385,0.0625,35.128153295224166,46.69135139758314,9.78444548612368,-0.031016267945090187,0.031016267945090187,7.441175159491991e-16,0.0,14.925361225665059
2.5,-0.5,0.066,0.156,0.09,-0.006,-0.012,-0.006,-0.024,0.0385,0.0625,35.128153295224166,46.69135139758315,9.784445486123682,-0.0310162679450902,0.0310162679450902,1.816248023500855e-16,0.0,14.925361225665066
2.2,-0.4,0.066,0.186,0.12,-0.002,-0.012,-0.01,-0.024,0.0385,0.0625,34.09514454845615,46.14389707854949,7.539297107288942,-0.024299717135320864,0.024299717135320864,4.123098698535251e-16,0.0,14.925796169366144
2.2,-0.4,0.066,0.186,0.12,-0.006,-0.016,-0.01,-0.024,0.0385,0.0625,34.095144548456155,46.14389707854947,7.539297107288941,-0.024299717135320868,0.024299717135320868,6.16215191844739e-16,0.0,14.925796169366219
2.2,-0.4,0.066,0.186,0.12,-0.004,-0.014,-0.01,-0.024,0.0385,0.0625,34.095144548456155,46.143897078549465,7.539297107288941,-0.02429971713532088,0.02429971713532088,5.695654866113301e-16,0.0,14.925796169366222
2.5,-0.5,0.055,0.155,0.1,-0.002,-0.006,-0.004,-0.018,0.05950000000000001,0.07750000000000001,34.33946724645837,45.2245213410217,9.634761046175253,-0.03164605997654852,0.03164605997654852,3.6458093589503594e-16,0.0,14.926787821342296
2.5,-0.5,0.055,0.155,0.1,-0.004,-0.008,-0.004,-0.018,0.05950000000000001,0.07750000000000001,34.33946724645836,45.2245213410217,9.634761046175255,-0.0316460599765485,0.0316460599765485,3.2085409490415767e-16,0.0,14.926787821342307
2.5,-0.5,0.055,0.155,0.1,-0.006,-0.01,-0.004,-0.018,0.05950000000000001,0.07750000000000001,34.33946724645837,45.224521341021706,9.634761046175257,-0.03164605997654853,0.03164605997654853,5.68479033527915e-16,0.0,14.926787821342316
2.5,-0.45,0.055,0.165,0.11,-0.004,-0.008,-0.004,-0.012,0.043,0.055,35.05408382049741,46.14644917659261,7.955538769326794,-0.022343409563852765,0.022343409563852765,2.62560011387263e-16,0.0,14.937218257759898
2.5,-0.45,0.055,0.165,0.11,-0.006,-0.01,-0.004,-0.012,0.043,0.055,35.054083820497425,46.146449176592625,7.955538769326792,-0.02234340956385278,0.02234340956385278,4.399585009688555e-16,0.0,14.937218257759904
2.5,-0.45,0.055,0.165,0.11,-0.002,-0.006,-0.004,-0.012,0.043,0.055,35.054083820497425,46.14644917659261,7.955538769326794,-0.022343409563852775,0.022343409563852775,5.809744054741271e-16,0.0,14.93721825775993
2.35,-0.45,0.055,0.175,0.12,-0.002,-0.006,-0.004,-0.012,0.0505,0.0625,34.73992921942194,45.58775688968729,7.995276815679266,-0.022716485895747984,0.022716485895747984,3.5734685183483436e-16,0.0,14.939954796916028
2.35,-0.45,0.055,0.175,0.12,-0.006,-0.01,-0.004,-0.012,0.0505,0.0625,34.73992921942194,45.587756889687284,7.995276815679268,-0.022716485895747984,0.022716485895747984,5.480494309658537e-16,0.0,14.939954796916037
2.35,-0.45,0.055,0.175,0.12,-0.004,-0.008,-0.004,-0.012,0.0505,0.0625,34.73992921942194,45.587756889687284,7.995276815679266,-0.02271648589574797,0.02271648589574797,4.3608902644487076e-16,0.0,14.939954796916064
2.65,-0.45,0.055,0.155,0.1,-0.004,-0.012,-0.008,-0.024,0.061000000000000006,0.085,35.833881383658344,48.095249545796534,9.685411604038901,-0.03577787495581334,0.03577787495581334,4.187839485471747e-16,0.0,14.941016014067957
2.65,-0.45,0.055,0.155,0.1,-0.002,-0.01,-0.008,-0.024,0.061000000000000006,0.085,35.833881383658344,48.095249545796534,9.685411604038901,-0.03577787495581336,0.03577787495581336,6.033359770344455e-16,0.0,14.941016014067968
2.65,-0.45,0.055,0.155,0.1,-0.006,-0.014,-0.008,-0.024,0.061000000000000006,0.085,35.833881383658344,48.09524954579655,9.685411604038904,-0.03577787495581336,0.03577787495581336,5.266307345026856e-16,0.0,14.941016014068003
2.2,-0.45,0.055,0.185,0.13,-0.004,-0.012,-0.008,-0.018,0.0445,0.0625,33.92060426656308,44.45183428238998,8.406894922168574,-0.02345560236729615,0.02345560236729615,3.965882910709781e-16,0.0,14.98020608302146
2.2,-0.45,0.055,0.185,0.13,-0.002,-0.01,-0.008,-0.018,0.0445,0.0625,33.920604266563096,44.451834282389974,8.406894922168574,-0.02345560236729617,0.02345560236729617,7.353508979209679e-16,0.0,14.980206083021482
2.2,-0.45,0.055,0.185,0.13,-0.006,-0.014,-0.008,-0.018,0.0445,0.0625,33.920604266563096,44.451834282389974,8.406894922168574,-0.023455602367296168,0.023455602367296168,1.0739745751647415e-15,0.0,14.980206083021486
2.35,-0.5,0.066,0.166,0.1,-0.006,-0.012,-0.006,-0.024,0.046000000000000006,0.07,34.874984802762185,46.130883494049,9.74792901512245,-0.030973009598202518,0.030973009598202518,1.7291634505335761e-16,0.0,14.983514327932903
2.35,-0.5,0.066,0.166,0.1,-0.002,-0.008,-0.006,-0.024,0.046000000000000006,0.07,34.8749848027622,46.130883494049,9.74792901512245,-0.030973009598202525,0.030973009598202525,4.870404144490159e-16,0.0,14.983514327932944
2.35,-0.5,0.066,0.166,0.1,-0.004,-0.01,-0.006,-0.024,0.046000000000000006,0.07,34.8749848027622,46.13088349404901,9.747929015122452,-0.030973009598202525,0.030973009598202525,3.248058362081677e-16,0.0,14.983514327932953
2.2,-0.5,0.066,0.176,0.11,-0.006,-0.01,-0.004,-0.024,0.05350000000000001,0.07750000000000001,34.37970000757776,45.28517162817664,9.640403819778882,-0.030551210119004378,0.030551210119004378,5.357347384315374e-16,0.0,14.986752967465941
2.2,-0.5,0.066,0.176,0.11,-0.002,-0.006,-0.004,-0.024,0.05350000000000001,0.07750000000000001,34.37970000757777,45.28517162817664,9.640403819778884,-0.03055121011900439,0.03055121011900439,6.767111588607617e-16,0.0,14.986752967465975
2.2,-0.5,0.066,0.176,0.11,-0.004,-0.008,-0.004,-0.024,0.05350000000000001,0.07750000000000001,34.37970000757777,45.285171628176634,9.640403819778882,-0.030551210119004395,0.030551210119004395,5.323312100490417e-16,0.0,14.986752967465977
2.35,-0.4,0.055,0.175,0.12,-0.002,-0.012,-0.01,-0.024,0.031,0.055,33.51950476509758,45.02716850567873,7.843536073443176,-0.024052620623860037,0.024052620623860037,2.824191620401748e-16,0.0,14.991208889507558
2.35,-0.4,0.055,0.175,0.12,-0.006,-0.016,-0.01,-0.024,0.031,0.055,33.51950476509758,45.02716850567873,7.843536073443176,-0.02405262062386003,0.02405262062386003,3.861484326601295e-16,0.0,14.991208889507565
2.35,-0.4,0.055,0.175,0.12,-0.004,-0.014,-0.01,-0.024,0.031,0.055,33.51950476509758,45.02716850567873,7.843536073443176,-0.02405262062386003,0.02405262062386003,3.563917505110608e-16,0.0,14.991208889507565
2.35,-0.4,0.055,0.185,0.13,-0.004,-0.012,-0.008,-0.018,0.052000000000000005,0.07,35.707177947357124,47.56820582324487,7.609960833818868,-0.02517122688516122,0.02517122688516122,5.129049599817817e-16,0.0,14.998520177522597
2.35,-0.4,0.055,0.185,0.13,-0.002,-0.01,-0.008,-0.018,0.052000000000000005,0.07,35.707177947357124,47.56820582324487,7.609960833818865,-0.025171226885161213,0.025171226885161213,5.394956019919759e-16,0.0,14.998520177522645
2.35,-0.4,0.055,0.185,0.13,-0.006,-0.014,-0.008,-0.018,0.052000000000000005,0.07,35.707177947357145,47.568205823244874,7.609960833818868,-0.025171226885161227,0.025171226885161227,8.083327447832055e-16,0.0,14.998520177522675
2.65,-0.4,0.055,0.145,0.09,-0.006,-0.016,-0.01,-0.018,0.052000000000000005,0.07,32.84091702883864,44.89923358442629,7.690577566501041,-0.02696291590392502,0.02696291590392502,6.155925406518697e-16,0.0,14.999020221129996
2.65,-0.4,0.055,0.145,0.09,-0.004,-0.014,-0.01,-0.018,0.052000000000000005,0.07,32.84091702883864,44.89923358442628,7.690577566501041,-0.026962915903925026,0.026962915903925026,4.469329120666069e-16,0.0,14.999020221130046
2.65,-0.4,0.055,0.145,0.09,-0.002,-0.012,-0.01,-0.018,0.052000000000000005,0.07,32.84091702883863,44.89923358442628,7.690577566501043,-0.026962915903925005,0.026962915903925005,3.345813473843216e-16,0.0,14.999020221130047
2.2,-0.45,0.066,0.186,0.12,-0.006,-0.014,-0.008,-0.012,0.05800000000000001,0.07,35.25333350603502,46.675455193252866,7.77059411129872,-0.023154840745763187,0.023154840745763187,6.759458596526551e-16,0.0,15.004631683957102
2.2,-0.45,0.066,0.186,0.12,-0.004,-0.012,-0.008,-0.012,0.05800000000000001,0.07,35.25333350603503,46.67545519325285,7.770594111298721,-0.023154840745763204,0.023154840745763204,7.047163332040443e-16,0.0,15.004631683957122
2.2,-0.45,0.066,0.186,0.12,-0.002,-0.01,-0.008,-0.012,0.05800000000000001,0.07,35.25333350603503,46.67545519325285,7.770594111298721,-0.0231548407457632,0.0231548407457632,4.2349997174859567e-16,0.0,15.004631683957125
2.35,-0.5,0.055,0.175,0.12,-0.002,-0.01,-0.008,-0.012,0.0505,0.0625,35.51686045924546,45.817013723243214,9.174413660823838,-0.024704888817686774,0.024704888817686774,1.6767809660390291e-16,0.0,15.00922620072319
2.35,-0.5,0.055,0.175,0.12,-0.004,-0.012,-0.008,-0.012,0.0505,0.0625,35.51686045924546,45.8170137232432,9.174413660823841,-0.02470488881768677,0.02470488881768677,2.3009784413901046e-16,0.0,15.009226200723262
2.35,-0.5,0.055,0.175,0.12,-0.006,-0.014,-0.008,-0.012,0.0505,0.0625,35.516860459245464,45.8170137232432,9.174413660823841,-0.024704888817686788,0.024704888817686788,4.0279965336687197e-16,0.0,15.009226200723276
2.5,-0.5,0.055,0.165,0.11,-0.006,-0.01,-0.004,-0.012,0.043,0.055,35.88328333563436,46.40369025378875,9.08481712628751,-0.024091899904220553,0.024091899904220553,5.717696997294078e-16,0.0,15.010006478210965
2.5,-0.5,0.055,0.165,0.11,-0.004,-0.008,-0.004,-0.012,0.043,0.055,35.88328333563436,46.40369025378874,9.08481712628751,-0.02409189990422055,0.02409189990422055,3.6318332432288357e-16,0.0,15.010006478211004
2.5,-0.5,0.055,0.165,0.11,-0.002,-0.006,-0.004,-0.012,0.043,0.055,35.88328333563437,46.40369025378875,9.08481712628751,-0.024091899904220546,0.024091899904220546,5.028185094538927e-16,0.0,15.010006478211007
2.65,-0.5,0.055,0.145,0.09,-0.004,-0.008,-0.004,-0.018,0.05950000000000001,0.07750000000000001,34.51071435257818,45.77707867109982,9.742561178465698,-0.0332396184839877,0.0332396184839877,4.898328944823545e-16,0.0,15.042877964530241
2.65,-0.5,0.055,0.145,0.09,-0.006,-0.01,-0.004,-0.018,0.05950000000000001,0.07750000000000001,34.51071435257818,45.77707867109982,9.7425611784657,-0.0332396184839877,0.0332396184839877,4.332925507662121e-16,0.0,15.042877964530268
2.65,-0.5,0.055,0.145,0.09,-0.002,-0.006,-0.004,-0.018,0.05950000000000001,0.07750000000000001,34.510714352578184,45.77707867109981,9.742561178465698,-0.033239618483987696,0.033239618483987696,2.7173766351763213e-16,0.0,15.042877964530298
2.2,-0.5,0.066,0.186,0.12,-0.004,-0.008,-0.004,-0.018,0.037000000000000005,0.055,35.7849413479124,46.45629214526563,9.111625425091752,-0.023638097993393316,0.023638097993393316,5.303858517792483e-16,0.0,15.048073787680249
2.2,-0.5,0.066,0.186,0.12,-0.006,-0.01,-0.004,-0.018,0.037000000000000005,0.055,35.7849413479124,46.45629214526562,9.111625425091754,-0.023638097993393316,0.023638097993393316,3.176699784171995e-16,0.0,15.048073787680279
2.2,-0.5,0.066,0.186,0.12,-0.002,-0.006,-0.004,-0.018,0.037000000000000005,0.055,35.78494134791241,46.45629214526562,9.111625425091752,-0.023638097993393323,0.023638097993393323,2.767305357449688e-16,0.0,15.048073787680291
2.5,-0.5,0.055,0.155,0.1,-0.004,-0.008,-0.004,-0.018,0.067,0.085,34.54007269629333,45.63403375040446,9.707584488391532,-0.033267844311682004,0.033267844311682004,5.10127065378191e-16,0.0,15.050346485479999
2.5,-0.5,0.055,0.155,0.1,-0.006,-0.01,-0.004,-0.018,0.067,0.085,34.540072696293336,45.63403375040445,9.707584488391534,-0.033267844311682004,0.033267844311682004,3.2536645267020083e-16,0.0,15.050346485480082
2.5,-0.5,0.055,0.155,0.1,-0.002,-0.006,-0.004,-0.018,0.067,0.085,34.540072696293336,45.63403375040445,9.707584488391534,-0.033267844311682004,0.033267844311682004,3.3551543220757213e-16,0.0,15.050346485480082
2.35,-0.45,0.066,0.156,0.09,-0.002,-0.014,-0.012,-0.012,0.07300000000000001,0.085,32.97520025145515,44.58175274425317,7.808063525188501,-0.026709829354980508,0.026709829354980508,5.580527502014626e-16,0.0,15.072781273871176
2.35,-0.45,0.066,0.156,0.09,-0.006,-0.018000000000000002,-0.012,-0.012,0.07300000000000001,0.085,32.97520025145514,44.58175274425317,7.808063525188502,-0.026709829354980508,0.026709829354980508,3.030954607830199e-16,0.0,15.072781273871176
2.35,-0.45,0.066,0.156,0.09,-0.004,-0.016,-0.012,-0.012,0.07300000000000001,0.085,32.97520025145514,44.58175274425315,7.808063525188501,-0.02670982935498052,0.02670982935498052,3.966717490021657e-16,0.0,15.07278127387126
2.35,-0.5,0.055,0.165,0.11,-0.002,-0.006,-0.004,-0.012,0.05800000000000001,0.07,33.842160255655855,44.139769050069965,9.014288874395742,-0.0259222204884777,0.0259222204884777,4.40156812938267e-16,0.0,15.084565945542275
2.35,-0.5,0.055,0.165,0.11,-0.004,-0.008,-0.004,-0.012,0.05800000000000001,0.07,33.842160255655855,44.13976905006996,9.01428887439574,-0.025922220488477688,0.025922220488477688,3.100451230857017e-16,0.0,15.0845659455423
2.35,-0.5,0.055,0.165,0.11,-0.006,-0.01,-0.004,-0.012,0.05800000000000001,0.07,33.842160255655855,44.13976905006994,9.014288874395742,-0.025922220488477685,0.025922220488477685,4.880033362125283e-16,0.0,15.08456594554241
2.5,-0.5,0.066,0.156,0.09,-0.002,-0.014,-0.012,-0.024,0.031,0.055,34.871125942549014,46.44026029898089,9.780921908214973,-0.029203337530138488,0.029203337530138488,3.6879095062134605e-16,0.0,15.086489627748385
2.5,-0.5,0.066,0.156,0.09,-0.004,-0.016,-0.012,-0.024,0.031,0.055,34.871125942549014,46.44026029898089,9.780921908214975,-0.029203337530138464,0.029203337530138464,3.7978362507373115e-16,0.0,15.08648962774842
2.5,-0.5,0.066,0.156,0.09,-0.006,-0.018000000000000002,-0.012,-0.024,0.031,0.055,34.871125942549014,46.44026029898089,9.780921908214976,-0.02920333753013847,0.02920333753013847,4.720615760976057e-16,0.0,15.086489627748444
2.2,-0.5,0.066,0.176,0.11,-0.004,-0.008,-0.004,-0.024,0.046000000000000006,0.07,34.23207454885857,44.99508202604107,9.550466350117114,-0.028866262053663515,0.028866262053663515,5.100500032047662e-16,0.0,15.107737019573309
2.2,-0.5,0.066,0.176,0.11,-0.002,-0.006,-0.004,-0.024,0.046000000000000006,0.07,34.232074548858556,44.99508202604107,9.550466350117116,-0.028866262053663494,0.028866262053663494,3.1001600403204877e-16,0.0,15.107737019573317
2.2,-0.5,0.066,0.176,0.11,-0.006,-0.01,-0.004,-0.024,0.046000000000000006,0.07,34.23207454885856,44.99508202604107,9.550466350117116,-0.028866262053663487,0.028866262053663487,3.58924306346446e-16,0.0,15.107737019573332
2.5,-0.5,0.055,0.165,0.11,-0.006,-0.012,-0.006,-0.012,0.043,0.055,35.86822162786159,46.39683587477457,9.117319559349522,-0.024149864899139957,0.024149864899139957,5.223692817978323e-16,0.0,15.112365018365825
2.5,-0.5,0.055,0.165,0.11,-0.004,-0.01,-0.006,-0.012,0.043,0.055,35.86822162786159,46.39683587477456,9.117319559349523,-0.024149864899139947,0.024149864899139947,5.527932551733831e-16,0.0,15.112365018365864
2.5,-0.5,0.055,0.165,0.11,-0.002,-0.008,-0.006,-0.012,0.043,0.055,35.86822162786159,46.39683587477455,9.117319559349523,-0.02414986489913995,0.02414986489913995,4.6056989959591855e-16,0.0,15.112365018365878
2.2,-0.45,0.066,0.176,0.11,-0.004,-0.016,-0.012,-0.024,0.031,0.055,33.081845059479555,44.303548481996046,8.402182698413359,-0.023848454926933937,0.023848454926933937,5.234066361754215e-16,0.0,15.112933042718762
2.2,-0.45,0.066,0.176,0.11,-0.002,-0.014,-0.012,-0.024,0.031,0.055,33.081845059479555,44.30354848199604,8.40218269841336,-0.023848454926933934,0.023848454926933934,5.36207768691837e-16,0.0,15.112933042718787
2.2,-0.45,0.066,0.176,0.11,-0.006,-0.018000000000000002,-0.012,-0.024,0.031,0.055,33.08184505947955,44.30354848199604,8.402182698413357,-0.02384845492693392,0.02384845492693392,4.728545640540479e-16,0.0,15.112933042718815
2.2,-0.5,0.066,0.186,0.12,-0.006,-0.012,-0.006,-0.018,0.037000000000000005,0.055,35.766837148373554,46.45981281146217,9.142309173451048,-0.023687717383712108,0.023687717383712108,4.979366534493326e-16,0.0,15.116826980735183
2.2,-0.5,0.066,0.186,0.12,-0.004,-0.01,-0.006,-0.018,0.037000000000000005,0.055,35.766837148373554,46.45981281146217,9.142309173451048,-0.023687717383712087,0.023687717383712087,4.3112328394678337e-16,0.0,15.116826980735203
2.2,-0.5,0.066,0.186,0.12,-0.002,-0.008,-0.006,-0.018,0.037000000000000005,0.055,35.766837148373554,46.45981281146217,9.142309173451048,-0.023687717383712083,0.023687717383712083,3.603572271137051e-16,0.0,15.116826980735206
2.35,-0.5,0.066,0.166,0.1,-0.002,-0.012,-0.01,-0.024,0.0385,0.0625,34.66782118255475,45.85844880400655,9.714320584742389,-0.02925207140242081,0.02925207140242081,5.721642940269629e-16,0.0,15.126325176494637
2.35,-0.5,0.066,0.166,0.1,-0.006,-0.016,-0.01,-0.024,0.0385,0.0625,34.66782118255475,45.85844880400653,9.714320584742387,-0.02925207140242081,0.02925207140242081,6.097645552392402e-16,0.0,15.126325176494676
2.35,-0.5,0.066,0.166,0.1,-0.004,-0.014,-0.01,-0.024,0.0385,0.0625,34.66782118255476,45.858448804006535,9.714320584742389,-0.029252071402420806,0.029252071402420806,3.5855521516068374e-16,0.0,15.1263251764947
2.2,-0.45,0.055,0.185,0.13,-0.006,-0.012,-0.006,-0.018,0.0445,0.0625,33.93772601736068,44.448550182727566,8.37893413371731,-0.023404696301490446,0.023404696301490446,6.433041390596547e-16,0.0,15.127247738265766
2.2,-0.45,0.055,0.185,0.13,-0.002,-0.008,-0.006,-0.018,0.0445,0.0625,33.93772601736068,44.44855018272755,8.37893413371731,-0.023404696301490446,0.023404696301490446,7.400298630579625e-16,0.0,15.127247738265826
2.2,-0.45,0.055,0.185,0.13,-0.004,-0.01,-0.006,-0.018,0.0445,0.0625,33.93772601736066,44.44855018272755,8.378934133717308,-0.02340469630149042,0.02340469630149042,3.8111049639465274e-16,0.0,15.127247738265837
2.35,-0.4,0.066,0.166,0.1,-0.006,-0.016,-0.01,-0.024,0.0385,0.0625,33.10881756717047,45.378189361331536,7.604006427118556,-0.025423720145859065,0.025423720145859065,4.1092080486895633e-16,0.0,15.136455933988348
2.35,-0.4,0.066,0.166,0.1,-0.002,-0.012,-0.01,-0.024,0.0385,0.0625,33.10881756717047,45.37818936133155,7.60400642711855,-0.025423720145859068,0.025423720145859068,4.599929315177777e-16,0.0,15.136455933988358
2.35,-0.4,0.066,0.166,0.1,-0.004,-0.014,-0.01,-0.024,0.0385,0.0625,33.10881756717047,45.378189361331536,7.604006427118552,-0.02542372014585907,0.02542372014585907,4.1556675841647026e-16,0.0,15.136455933988383
2.35,-0.45,0.055,0.165,0.11,-0.002,-0.014,-0.012,-0.012,0.06550000000000002,0.07750000000000001,33.298291120864,44.18336582632354,8.097594551664198,-0.02561923209351888,0.02561923209351888,4.265585909297621e-16,0.0,15.144675769085273
2.35,-0.45,0.055,0.165,0.11,-0.006,-0.018000000000000002,-0.012,-0.012,0.06550000000000002,0.07750000000000001,33.29829112086401,44.18336582632353,8.097594551664201,-0.02561923209351888,0.02561923209351888,5.443605386766027e-16,0.0,15.144675769085282
2.35,-0.45,0.055,0.165,0.11,-0.004,-0.016,-0.012,-0.012,0.06550000000000002,0.07750000000000001,33.298291120864,44.18336582632353,8.097594551664198,-0.02561923209351888,0.02561923209351888,2.2122995889286927e-16,0.0,15.144675769085305
2.65,-0.5,0.055,0.145,0.09,-0.006,-0.012,-0.006,-0.018,0.052000000000000005,0.07,34.278187621587676,45.35691768803552,9.692351954019724,-0.03153587552663889,0.03153587552663889,5.020518712958647e-16,0.0,15.153108819412322
2.65,-0.5,0.055,0.145,0.09,-0.004,-0.01,-0.006,-0.018,0.052000000000000005,0.07,34.27818762158767,45.356917688035495,9.692351954019722,-0.03153587552663889,0.03153587552663889,6.093251706275768e-16,0.0,15.153108819412381
2.65,-0.5,0.055,0.145,0.09,-0.002,-0.008,-0.006,-0.018,0.052000000000000005,0.07,34.278187621587676,45.356917688035495,9.692351954019726,-0.031535875526638904,0.031535875526638904,4.588335395825263e-16,0.0,15.153108819412443
2.35,-0.5,0.055,0.175,0.12,-0.002,-0.012,-0.01,-0.012,0.0505,0.0625,35.504046768666186,45.80692837262015,9.203529878895448,-0.024756921220733388,0.024756921220733388,3.0383175324458725e-16,0.0,15.164536652948588
2.35,-0.5,0.055,0.175,0.12,-0.004,-0.014,-0.01,-0.012,0.0505,0.0625,35.504046768666186,45.80692837262014,9.203529878895447,-0.024756921220733388,0.024756921220733388,3.1250310378515335e-16,0.0,15.164536652948595
2.35,-0.5,0.055,0.175,0.12,-0.006,-0.016,-0.01,-0.012,0.0505,0.0625,35.504046768666186,45.80692837262014,9.203529878895447,-0.024756921220733384,0.024756921220733384,4.498807260414283e-16,0.0,15.164536652948598
2.2,-0.45,0.066,0.176,0.11,-0.004,-0.016,-0.012,-0.012,0.06550000000000002,0.07750000000000001,33.75948813788442,45.063224312784065,7.789336491524165,-0.024355733463589227,0.024355733463589227,5.485896717354515e-16,0.0,15.168959458875547
2.2,-0.45,0.066,0.176,0.11,-0.006,-0.018000000000000002,-0.012,-0.012,0.06550000000000002,0.07750000000000001,33.759488137884404,45.063224312784065,7.789336491524161,-0.02435573346358922,0.02435573346358922,2.9889642904401333e-16,0.0,15.168959458875579
2.2,-0.45,0.066,0.176,0.11,-0.002,-0.014,-0.012,-0.012,0.06550000000000002,0.07750000000000001,33.75948813788442,45.06322431278405,7.789336491524165,-0.02435573346358922,0.02435573346358922,4.693637305050263e-16,0.0,15.168959458875607
2.65,-0.5,0.055,0.145,0.09,-0.006,-0.012,-0.006,-0.018,0.0445,0.0625,34.07763224769921,44.98722604483918,9.592885307569059,-0.0295903430559308,0.0295903430559308,7.830350387562368e-16,0.0,15.196579452163574
2.65,-0.5,0.055,0.145,0.09,-0.002,-0.008,-0.006,-0.018,0.0445,0.0625,34.07763224769921,44.98722604483918,9.592885307569059,-0.029590343055930793,0.029590343055930793,7.225951024243691e-16,0.0,15.196579452163576
2.65,-0.5,0.055,0.145,0.09,-0.004,-0.01,-0.006,-0.018,0.0445,0.0625,34.07763224769921,44.98722604483918,9.592885307569059,-0.02959034305593079,0.02959034305593079,8.066184364330474e-16,0.0,15.196579452163578
2.2,-0.5,0.066,0.186,0.12,-0.006,-0.014,-0.008,-0.018,0.037000000000000005,0.055,35.74836108562532,46.46236509918266,9.173185158661266,-0.023736213589980258,0.023736213589980258,4.741510509176276e-16,0.0,15.20157163045723
2.2,-0.5,0.066,0.186,0.12,-0.004,-0.012,-0.008,-0.018,0.037000000000000005,0.055,35.748361085625326,46.46236509918266,9.173185158661267,-0.02373621358998028,0.02373621358998028,6.839354928696823e-16,0.0,15.201571630457252
2.2,-0.5,0.066,0.186,0.12,-0.002,-0.01,-0.008,-0.018,0.037000000000000005,0.055,35.74836108562532,46.46236509918265,9.173185158661267,-0.023736213589980265,0.023736213589980265,1.69368898390426e-16,0.0,15.20157163045727
2.35,-0.5,0.066,0.166,0.1,-0.004,-0.016,-0.012,-0.024,0.031,0.055,34.49062802005851,45.6205302809065,9.634240595644094,-0.02735645154890397,0.02735645154890397,5.284347556469859e-16,0.0,15.224768840062355
2.35,-0.5,0.066,0.166,0.1,-0.002,-0.014,-0.012,-0.024,0.031,0.055,34.490628020058516,45.6205302809065,9.634240595644094,-0.02735645154890398,0.02735645154890398,4.440841276232982e-16,0.0,15.224768840062364
