scale,i13,cp_e,cp_nu,cp_rel,beta_e,beta_nu,beta_rel,phase_e,phase_nu,phase_rel,theta12,theta23,theta13,J,absJ,unitarity_defect,raw_leakage,loss
2.2,-0.45,0.066,0.186,0.12,-0.002,-0.006,-0.004,-0.024,0.061000000000000006,0.085,35.44273321651798,47.195911750673304,8.7865117692337,-0.03037662602957981,0.03037662602957981,5.26739292832124e-16,0.0,6.253685895817341
2.2,-0.45,0.066,0.186,0.12,-0.004,-0.008,-0.004,-0.024,0.061000000000000006,0.085,35.44273321651799,47.19591175067331,8.786511769233696,-0.030376626029579832,0.030376626029579832,7.821121559352539e-16,0.0,6.253685895817372
2.2,-0.45,0.066,0.186,0.12,-0.004,-0.01,-0.006,-0.024,0.061000000000000006,0.085,35.42369603590383,47.197046629296,8.823594975330973,-0.0304563413369801,0.0304563413369801,6.447199626561715e-16,0.0,6.268952255268796
2.2,-0.45,0.066,0.186,0.12,-0.006,-0.012,-0.006,-0.024,0.061000000000000006,0.085,35.42369603590383,47.197046629296,8.823594975330973,-0.03045634133698009,0.03045634133698009,3.685868988220971e-16,0.0,6.268952255268798
2.2,-0.45,0.066,0.186,0.12,-0.002,-0.008,-0.006,-0.024,0.061000000000000006,0.085,35.42369603590383,47.19704662929599,8.823594975330975,-0.030456341336980094,0.030456341336980094,7.272609648381691e-16,0.0,6.268952255268816
2.8,-0.45,0.055,0.145,0.09,-0.002,-0.01,-0.008,-0.018,0.052000000000000005,0.07,35.52348764815124,47.70260872721748,8.953262291216776,-0.03148443367480443,0.03148443367480443,3.947553756761676e-16,0.0,6.272120940599324
2.8,-0.45,0.055,0.145,0.09,-0.004,-0.012,-0.008,-0.018,0.052000000000000005,0.07,35.523487648151246,47.70260872721749,8.953262291216776,-0.03148443367480442,0.03148443367480442,2.4729394304222443e-16,0.0,6.272120940599343
2.8,-0.45,0.055,0.145,0.09,-0.006,-0.014,-0.008,-0.018,0.052000000000000005,0.07,35.523487648151246,47.70260872721748,8.953262291216776,-0.031484433674804406,0.031484433674804406,5.080000788567913e-16,0.0,6.272120940599354
2.65,-0.4,0.066,0.156,0.09,-0.002,-0.01,-0.008,-0.024,0.046000000000000006,0.07,35.773082495867385,49.32695804905864,8.229649859336886,-0.03072434059913351,0.03072434059913351,6.046799152790812e-16,0.0,6.276133187701703
2.65,-0.4,0.066,0.156,0.09,-0.006,-0.014,-0.008,-0.024,0.046000000000000006,0.07,35.773082495867385,49.32695804905865,8.229649859336886,-0.03072434059913351,0.03072434059913351,3.8465512862504435e-16,0.0,6.276133187701705
2.65,-0.4,0.066,0.156,0.09,-0.004,-0.012,-0.008,-0.024,0.046000000000000006,0.07,35.773082495867385,49.32695804905864,8.229649859336885,-0.030724340599133496,0.030724340599133496,2.5678595458271853e-16,0.0,6.276133187701713
2.35,-0.45,0.066,0.166,0.1,-0.002,-0.008,-0.006,-0.018,0.05950000000000001,0.07750000000000001,34.370718380907654,46.25035571836356,8.269712746644537,-0.028039677775854435,0.028039677775854435,4.662016959300055e-16,0.0,6.276918989217287
2.35,-0.45,0.066,0.166,0.1,-0.006,-0.012,-0.006,-0.018,0.05950000000000001,0.07750000000000001,34.37071838090766,46.25035571836356,8.269712746644537,-0.02803967777585444,0.02803967777585444,2.7294174371045626e-16,0.0,6.2769189892172985
2.35,-0.45,0.066,0.166,0.1,-0.004,-0.01,-0.006,-0.018,0.05950000000000001,0.07750000000000001,34.370718380907654,46.250355718363544,8.269712746644535,-0.02803967777585442,0.02803967777585442,5.940592981206494e-16,0.0,6.276918989217338
2.65,-0.45,0.055,0.145,0.09,-0.006,-0.01,-0.004,-0.018,0.05950000000000001,0.07750000000000001,33.83447470417492,45.5482523542018,8.693488594891447,-0.030679412130453644,0.030679412130453644,3.5220541617903727e-16,0.0,6.286698877248535
2.65,-0.45,0.055,0.145,0.09,-0.004,-0.008,-0.004,-0.018,0.05950000000000001,0.07750000000000001,33.83447470417492,45.5482523542018,8.69348859489145,-0.030679412130453644,0.030679412130453644,2.872615932289047e-16,0.0,6.28669887724854
2.65,-0.45,0.055,0.145,0.09,-0.002,-0.006,-0.004,-0.018,0.05950000000000001,0.07750000000000001,33.83447470417492,45.54825235420179,8.693488594891447,-0.030679412130453644,0.030679412130453644,4.2972325409855086e-16,0.0,6.286698877248556
2.8,-0.35,0.055,0.145,0.09,-0.004,-0.008,-0.004,-0.024,0.05350000000000001,0.07750000000000001,34.19956305094474,47.6394873169572,7.731792355785519,-0.030048441196504284,0.030048441196504284,3.476725156445414e-16,0.0,6.28848376850731
2.8,-0.35,0.055,0.145,0.09,-0.006,-0.01,-0.004,-0.024,0.05350000000000001,0.07750000000000001,34.19956305094474,47.63948731695719,7.731792355785519,-0.030048441196504273,0.030048441196504273,2.948825816983494e-16,0.0,6.288483768507332
2.8,-0.35,0.055,0.145,0.09,-0.002,-0.006,-0.004,-0.024,0.05350000000000001,0.07750000000000001,34.19956305094473,47.63948731695719,7.731792355785517,-0.030048441196504266,0.030048441196504266,6.604217808051689e-16,0.0,6.288483768507342
2.2,-0.45,0.066,0.186,0.12,-0.006,-0.014,-0.008,-0.024,0.061000000000000006,0.085,35.40427272356575,47.19718378707097,8.860742403194005,-0.030534829499231857,0.030534829499231857,3.4843552273279977e-16,0.0,6.303645179612338
2.2,-0.45,0.066,0.186,0.12,-0.004,-0.012,-0.008,-0.024,0.061000000000000006,0.085,35.404272723565754,47.19718378707097,8.860742403194006,-0.03053482949923186,0.03053482949923186,6.447584688305799e-16,0.0,6.303645179612372
2.2,-0.45,0.066,0.186,0.12,-0.002,-0.01,-0.008,-0.024,0.061000000000000006,0.085,35.404272723565754,47.19718378707097,8.860742403194006,-0.03053482949923185,0.03053482949923185,5.40255668831577e-16,0.0,6.303645179612373
2.5,-0.45,0.066,0.156,0.09,-0.002,-0.014,-0.012,-0.018,0.0445,0.0625,34.366927990805,46.47162316838564,8.300486213943893,-0.02679558921991964,0.02679558921991964,2.9091679909153855e-16,0.0,6.314511510941825
2.5,-0.45,0.066,0.156,0.09,-0.006,-0.018000000000000002,-0.012,-0.018,0.0445,0.0625,34.366927990805,46.47162316838564,8.300486213943891,-0.026795589219919636,0.026795589219919636,5.647264321751707e-16,0.0,6.314511510941834
2.5,-0.45,0.066,0.156,0.09,-0.004,-0.016,-0.012,-0.018,0.0445,0.0625,34.366927990805,46.47162316838562,8.300486213943891,-0.026795589219919636,0.026795589219919636,2.403953730706344e-16,0.0,6.314511510941886
2.35,-0.45,0.077,0.16699999999999998,0.09,-0.004,-0.012,-0.008,-0.024,0.031,0.055,34.87056478943126,47.451190767013266,8.218571174059518,-0.026149540558590968,0.026149540558590968,2.5306161288590116e-16,0.0,6.316906156678315
2.35,-0.45,0.077,0.16699999999999998,0.09,-0.002,-0.01,-0.008,-0.024,0.031,0.055,34.87056478943127,47.451190767013266,8.218571174059518,-0.02614954055859096,0.02614954055859096,3.148057136292872e-16,0.0,6.316906156678341
2.35,-0.45,0.077,0.16699999999999998,0.09,-0.006,-0.014,-0.008,-0.024,0.031,0.055,34.87056478943128,47.451190767013266,8.218571174059518,-0.026149540558590978,0.026149540558590978,5.835533453104731e-16,0.0,6.316906156678349
2.8,-0.45,0.055,0.145,0.09,-0.006,-0.01,-0.004,-0.018,0.037000000000000005,0.055,35.15360776611308,46.964757000565214,8.603087778758187,-0.02770454797158335,0.02770454797158335,6.263480898603267e-16,0.0,6.317058626125557
2.8,-0.45,0.055,0.145,0.09,-0.004,-0.008,-0.004,-0.018,0.037000000000000005,0.055,35.153607766113105,46.964757000565214,8.603087778758189,-0.027704547971583376,0.027704547971583376,3.780582970890042e-16,0.0,6.317058626125617
2.8,-0.45,0.055,0.145,0.09,-0.002,-0.006,-0.004,-0.018,0.037000000000000005,0.055,35.15360776611311,46.964757000565214,8.603087778758187,-0.0277045479715834,0.0277045479715834,5.203592154643684e-16,0.0,6.317058626125629
2.65,-0.45,0.055,0.145,0.09,-0.002,-0.008,-0.006,-0.012,0.07300000000000001,0.085,34.19307817060082,46.010830222662605,8.1978700502983,-0.02954807194200229,0.02954807194200229,3.9924275450200547e-16,0.0,6.32873532776134
2.65,-0.45,0.055,0.145,0.09,-0.004,-0.01,-0.006,-0.012,0.07300000000000001,0.085,34.193078170600806,46.0108302226626,8.197870050298302,-0.029548071942002253,0.029548071942002253,1.0031922509865944e-15,0.0,6.328735327761341
2.65,-0.45,0.055,0.145,0.09,-0.006,-0.012,-0.006,-0.012,0.07300000000000001,0.085,34.19307817060083,46.0108302226626,8.197870050298302,-0.029548071942002298,0.029548071942002298,5.091701529339939e-16,0.0,6.328735327761359
2.5,-0.4,0.066,0.166,0.1,-0.006,-0.016,-0.01,-0.024,0.061000000000000006,0.085,35.88454516318418,49.29710326772977,8.332588618299134,-0.03171157333830195,0.03171157333830195,4.359992018824076e-16,0.0,6.3374671385433565
2.5,-0.4,0.066,0.166,0.1,-0.004,-0.014,-0.01,-0.024,0.061000000000000006,0.085,35.884545163184185,49.29710326772976,8.332588618299132,-0.03171157333830198,0.03171157333830198,6.484072882783649e-16,0.0,6.337467138543396
2.5,-0.4,0.066,0.166,0.1,-0.002,-0.012,-0.01,-0.024,0.061000000000000006,0.085,35.884545163184185,49.29710326772976,8.332588618299132,-0.031711573338301956,0.031711573338301956,1.934352803932061e-16,0.0,6.3374671385433965
2.65,-0.4,0.066,0.156,0.09,-0.004,-0.016,-0.012,-0.024,0.05350000000000001,0.07750000000000001,35.9318746521624,49.690647990880485,8.499014343390328,-0.03227087612809547,0.03227087612809547,4.246991380058839e-16,0.0,6.352512204672456
2.65,-0.4,0.066,0.156,0.09,-0.006,-0.018000000000000002,-0.012,-0.024,0.05350000000000001,0.07750000000000001,35.9318746521624,49.690647990880485,8.499014343390327,-0.03227087612809548,0.03227087612809548,2.7630611050377674e-16,0.0,6.352512204672457
2.65,-0.4,0.066,0.156,0.09,-0.002,-0.014,-0.012,-0.024,0.05350000000000001,0.07750000000000001,35.931874652162406,49.69064799088049,8.499014343390332,-0.03227087612809549,0.03227087612809549,5.676549601829349e-16,0.0,6.352512204672491
2.65,-0.4,0.055,0.155,0.1,-0.004,-0.014,-0.01,-0.024,0.031,0.055,34.12817832348608,46.381309220631515,8.174805274560153,-0.027313927623502245,0.027313927623502245,6.735464612501248e-16,0.0,6.353280975711327
2.65,-0.4,0.055,0.155,0.1,-0.006,-0.016,-0.01,-0.024,0.031,0.055,34.12817832348607,46.38130922063151,8.174805274560152,-0.027313927623502213,0.027313927623502213,2.974658779006596e-16,0.0,6.353280975711353
2.65,-0.4,0.055,0.155,0.1,-0.002,-0.012,-0.01,-0.024,0.031,0.055,34.12817832348608,46.3813092206315,8.174805274560152,-0.027313927623502224,0.027313927623502224,3.715144319817556e-16,0.0,6.353280975711384
2.5,-0.4,0.055,0.165,0.11,-0.004,-0.008,-0.004,-0.024,0.046000000000000006,0.07,34.415885143618574,46.403775931749216,8.132830320842297,-0.028570136782817418,0.028570136782817418,3.9359495665169325e-16,0.0,6.357135628021294
2.5,-0.4,0.055,0.165,0.11,-0.002,-0.006,-0.004,-0.024,0.046000000000000006,0.07,34.415885143618574,46.403775931749216,8.132830320842295,-0.028570136782817415,0.028570136782817415,4.858464662925528e-16,0.0,6.357135628021306
2.5,-0.4,0.055,0.165,0.11,-0.006,-0.01,-0.004,-0.024,0.046000000000000006,0.07,34.41588514361859,46.403775931749216,8.132830320842297,-0.028570136782817432,0.028570136782817432,2.7642588616763734e-16,0.0,6.357135628021315
2.2,-0.45,0.066,0.186,0.12,-0.002,-0.012,-0.01,-0.024,0.061000000000000006,0.085,35.38446415173769,47.19632254375739,8.89795026520618,-0.030612070838585713,0.030612070838585713,5.364139746711762e-16,0.0,6.357855138308064
2.2,-0.45,0.066,0.186,0.12,-0.006,-0.016,-0.01,-0.024,0.061000000000000006,0.085,35.38446415173768,47.19632254375737,8.897950265206179,-0.03061207083858571,0.03061207083858571,3.920935574715697e-16,0.0,6.357855138308069
2.2,-0.45,0.066,0.186,0.12,-0.004,-0.014,-0.01,-0.024,0.061000000000000006,0.085,35.38446415173769,47.19632254375737,8.89795026520618,-0.030612070838585734,0.030612070838585734,4.889228179556383e-16,0.0,6.3578551383081
2.35,-0.45,0.077,0.16699999999999998,0.09,-0.002,-0.012,-0.01,-0.018,0.05950000000000001,0.07750000000000001,35.42096659908585,48.2598232242717,8.121646529714136,-0.0284511144873462,0.0284511144873462,3.933774751103176e-16,0.0,6.360629485989353
2.35,-0.45,0.077,0.16699999999999998,0.09,-0.006,-0.016,-0.01,-0.018,0.05950000000000001,0.07750000000000001,35.42096659908585,48.2598232242717,8.121646529714134,-0.028451114487346194,0.028451114487346194,4.337502523830137e-16,0.0,6.3606294859893655
2.35,-0.45,0.077,0.16699999999999998,0.09,-0.004,-0.014,-0.01,-0.018,0.05950000000000001,0.07750000000000001,35.42096659908585,48.259823224271685,8.121646529714136,-0.028451114487346187,0.028451114487346187,3.8362106547410774e-16,0.0,6.360629485989371
2.2,-0.45,0.066,0.186,0.12,-0.006,-0.016,-0.01,-0.024,0.05350000000000001,0.07750000000000001,35.22402219006478,46.897734121293226,8.804268143329969,-0.029210375108008536,0.029210375108008536,4.0422407175727217e-16,0.0,6.367866239254571
2.2,-0.45,0.066,0.186,0.12,-0.004,-0.014,-0.01,-0.024,0.05350000000000001,0.07750000000000001,35.224022190064794,46.89773412129324,8.80426814332997,-0.029210375108008536,0.029210375108008536,3.12288772707103e-16,0.0,6.367866239254598
2.2,-0.45,0.066,0.186,0.12,-0.002,-0.012,-0.01,-0.024,0.05350000000000001,0.07750000000000001,35.224022190064794,46.897734121293226,8.80426814332997,-0.029210375108008547,0.029210375108008547,5.275613244811075e-16,0.0,6.3678662392546235
2.65,-0.45,0.055,0.145,0.09,-0.002,-0.008,-0.006,-0.018,0.05950000000000001,0.07750000000000001,33.81505406965874,45.53773243671949,8.736308398636746,-0.030777295222826233,0.030777295222826233,2.859249779783017e-16,0.0,6.367948437001902
2.65,-0.45,0.055,0.145,0.09,-0.004,-0.01,-0.006,-0.018,0.05950000000000001,0.07750000000000001,33.815054069658736,45.537732436719466,8.736308398636744,-0.03077729522282622,0.03077729522282622,4.298212821023578e-16,0.0,6.3679484370019654
2.65,-0.45,0.055,0.145,0.09,-0.006,-0.012,-0.006,-0.018,0.05950000000000001,0.07750000000000001,33.81505406965874,45.537732436719466,8.736308398636746,-0.030777295222826254,0.030777295222826254,3.9074044625722856e-16,0.0,6.367948437001969
2.2,-0.45,0.066,0.186,0.12,-0.002,-0.01,-0.008,-0.024,0.05350000000000001,0.07750000000000001,35.245185959377054,46.89537991194338,8.767618105420542,-0.029138902578416604,0.029138902578416604,4.179279726970829e-16,0.0,6.374960585089477
2.2,-0.45,0.066,0.186,0.12,-0.006,-0.014,-0.008,-0.024,0.05350000000000001,0.07750000000000001,35.24518595937707,46.89537991194339,8.767618105420542,-0.029138902578416614,0.029138902578416614,5.87823022811607e-16,0.0,6.374960585089511
2.2,-0.45,0.066,0.186,0.12,-0.004,-0.012,-0.008,-0.024,0.05350000000000001,0.07750000000000001,35.24518595937707,46.895379911943365,8.767618105420542,-0.02913890257841663,0.02913890257841663,5.432094822482661e-16,0.0,6.374960585089551
2.2,-0.45,0.066,0.186,0.12,-0.002,-0.014,-0.012,-0.024,0.05350000000000001,0.07750000000000001,35.20247753124354,46.899095455570155,8.840990005208061,-0.029280535276505187,0.029280535276505187,2.5842140163234817e-16,0.0,6.380478230890965
2.2,-0.45,0.066,0.186,0.12,-0.004,-0.016,-0.012,-0.024,0.05350000000000001,0.07750000000000001,35.20247753124354,46.89909545557015,8.840990005208061,-0.029280535276505204,0.029280535276505204,6.41275441113477e-16,0.0,6.380478230890974
2.2,-0.45,0.066,0.186,0.12,-0.006,-0.018000000000000002,-0.012,-0.024,0.05350000000000001,0.07750000000000001,35.20247753124354,46.899095455570134,8.840990005208061,-0.029280535276505197,0.029280535276505197,2.1343444360232567e-16,0.0,6.380478230891006
2.35,-0.4,0.066,0.166,0.1,-0.006,-0.016,-0.01,-0.024,0.061000000000000006,0.085,33.72396343940662,46.32031954551532,7.977933912038004,-0.02937120225303761,0.02937120225303761,4.637397207198581e-16,0.0,6.3890174216509035
2.35,-0.4,0.066,0.166,0.1,-0.004,-0.014,-0.01,-0.024,0.061000000000000006,0.085,33.72396343940662,46.32031954551532,7.977933912038004,-0.02937120225303761,0.02937120225303761,4.496031501929764e-16,0.0,6.3890174216509035
2.35,-0.4,0.066,0.166,0.1,-0.002,-0.012,-0.01,-0.024,0.061000000000000006,0.085,33.72396343940662,46.32031954551532,7.977933912038003,-0.02937120225303761,0.02937120225303761,5.245179620906386e-16,0.0,6.389017421650917
2.35,-0.4,0.077,0.16699999999999998,0.09,-0.002,-0.01,-0.008,-0.024,0.061000000000000006,0.085,34.76646997890851,48.32090229962457,7.7792304730442225,-0.02952919975568733,0.02952919975568733,6.326213299252853e-16,0.0,6.3927760909655635
2.35,-0.4,0.077,0.16699999999999998,0.09,-0.006,-0.014,-0.008,-0.024,0.061000000000000006,0.085,34.76646997890851,48.32090229962455,7.779230473044224,-0.02952919975568731,0.02952919975568731,5.906739803992295e-16,0.0,6.392776090965568
2.35,-0.4,0.077,0.16699999999999998,0.09,-0.004,-0.012,-0.008,-0.024,0.061000000000000006,0.085,34.76646997890851,48.32090229962457,7.7792304730442225,-0.029529199755687317,0.029529199755687317,2.193859453484937e-16,0.0,6.392776090965568
2.2,-0.45,0.066,0.186,0.12,-0.006,-0.012,-0.006,-0.024,0.05350000000000001,0.07750000000000001,35.26596785738384,46.89203371568722,8.731043776221027,-0.029066136431079095,0.029066136431079095,5.309557553513831e-16,0.0,6.401651134896993
2.2,-0.45,0.066,0.186,0.12,-0.004,-0.01,-0.006,-0.024,0.05350000000000001,0.07750000000000001,35.26596785738384,46.89203371568722,8.731043776221027,-0.02906613643107908,0.02906613643107908,3.2387802970758303e-16,0.0,6.401651134896998
2.2,-0.45,0.066,0.186,0.12,-0.002,-0.008,-0.006,-0.024,0.05350000000000001,0.07750000000000001,35.26596785738385,46.89203371568722,8.731043776221027,-0.029066136431079102,0.029066136431079102,4.1708467033298777e-16,0.0,6.401651134897017
2.5,-0.4,0.066,0.166,0.1,-0.004,-0.012,-0.008,-0.024,0.05350000000000001,0.07750000000000001,35.69775734043329,48.93233132889783,8.147444558505454,-0.03041734225496914,0.03041734225496914,3.1124632721154793e-16,0.0,6.401818333165671
2.5,-0.4,0.066,0.166,0.1,-0.006,-0.014,-0.008,-0.024,0.05350000000000001,0.07750000000000001,35.69775734043329,48.93233132889783,8.147444558505452,-0.03041734225496913,0.03041734225496913,3.796865481794961e-16,0.0,6.401818333165683
2.5,-0.4,0.066,0.166,0.1,-0.002,-0.01,-0.008,-0.024,0.05350000000000001,0.07750000000000001,35.69775734043329,48.93233132889783,8.14744455850545,-0.030417342254969136,0.030417342254969136,3.827414876845129e-16,0.0,6.40181833316569
2.5,-0.4,0.066,0.166,0.1,-0.006,-0.016,-0.01,-0.024,0.046000000000000006,0.07,35.47051755892706,48.598497981036004,8.054623771071828,-0.029244301217478966,0.029244301217478966,5.455753595105329e-16,0.0,6.418499981236308
2.5,-0.4,0.066,0.166,0.1,-0.002,-0.012,-0.01,-0.024,0.046000000000000006,0.07,35.470517558927064,48.598497981036,8.054623771071828,-0.029244301217478983,0.029244301217478983,5.185865815940214e-16,0.0,6.418499981236335
2.5,-0.4,0.066,0.166,0.1,-0.004,-0.014,-0.01,-0.024,0.046000000000000006,0.07,35.470517558927064,48.59849798103599,8.054623771071828,-0.02924430121747898,0.02924430121747898,6.407120785861145e-16,0.0,6.41849998123634
2.8,-0.45,0.055,0.145,0.09,-0.004,-0.014,-0.01,-0.018,0.052000000000000005,0.07,35.497884817412356,47.69264749955176,9.002881555341686,-0.0315882407708173,0.0315882407708173,3.2254896188972155e-16,0.0,6.426479141901374
2.8,-0.45,0.055,0.145,0.09,-0.006,-0.016,-0.01,-0.018,0.052000000000000005,0.07,35.497884817412356,47.692647499551754,9.002881555341688,-0.0315882407708173,0.0315882407708173,5.024656568106225e-16,0.0,6.4264791419013925
2.8,-0.45,0.055,0.145,0.09,-0.002,-0.012,-0.01,-0.018,0.052000000000000005,0.07,35.49788481741237,47.692647499551754,9.002881555341688,-0.03158824077081734,0.03158824077081734,3.424623803788682e-16,0.0,6.426479141901449
2.2,-0.45,0.066,0.186,0.12,-0.002,-0.014,-0.012,-0.024,0.061000000000000006,0.085,35.36427121546185,47.194462316907845,8.935214817420363,-0.03068804585839458,0.03068804585839458,6.068371668427709e-16,0.0,6.431669009929335
2.2,-0.45,0.066,0.186,0.12,-0.006,-0.018000000000000002,-0.012,-0.024,0.061000000000000006,0.085,35.364271215461855,47.19446231690784,8.935214817420361,-0.030688045858394596,0.030688045858394596,2.9537456070811317e-16,0.0,6.431669009929365
2.2,-0.45,0.066,0.186,0.12,-0.004,-0.016,-0.012,-0.024,0.061000000000000006,0.085,35.364271215461855,47.19446231690783,8.935214817420363,-0.03068804585839459,0.03068804585839459,2.956475993103812e-16,0.0,6.4316690099293865
2.65,-0.45,0.055,0.155,0.1,-0.002,-0.008,-0.006,-0.018,0.052000000000000005,0.07,35.524445131757574,47.33164184352728,8.781677784895033,-0.029956224042951722,0.029956224042951722,3.939312189570681e-16,0.0,6.437471913381887
2.65,-0.45,0.055,0.155,0.1,-0.004,-0.01,-0.006,-0.018,0.052000000000000005,0.07,35.524445131757574,47.33164184352728,8.781677784895033,-0.02995622404295172,0.02995622404295172,4.578421331128471e-16,0.0,6.437471913381888
2.65,-0.45,0.055,0.155,0.1,-0.006,-0.012,-0.006,-0.018,0.052000000000000005,0.07,35.524445131757574,47.33164184352728,8.781677784895033,-0.029956224042951708,0.029956224042951708,5.809226062955834e-16,0.0,6.43747191338189
2.35,-0.45,0.077,0.16699999999999998,0.09,-0.002,-0.008,-0.006,-0.018,0.067,0.085,35.625700332595564,48.616785954395525,8.144213664171819,-0.029541543908968078,0.029541543908968078,4.625242556924863e-16,0.0,6.439296585820588
2.35,-0.45,0.077,0.16699999999999998,0.09,-0.004,-0.01,-0.006,-0.018,0.067,0.085,35.625700332595564,48.61678595439551,8.144213664171819,-0.029541543908968078,0.029541543908968078,3.213033824133074e-16,0.0,6.439296585820596
2.35,-0.45,0.077,0.16699999999999998,0.09,-0.006,-0.012,-0.006,-0.018,0.067,0.085,35.62570033259557,48.61678595439554,8.144213664171819,-0.0295415439089681,0.0295415439089681,5.038602807222098e-16,0.0,6.439296585820606
2.65,-0.45,0.055,0.155,0.1,-0.002,-0.006,-0.004,-0.018,0.052000000000000005,0.07,35.546532834111446,47.33522464460587,8.737483491010726,-0.029862987417395966,0.029862987417395966,5.556804269226691e-16,0.0,6.443729392705978
2.65,-0.45,0.055,0.155,0.1,-0.004,-0.008,-0.004,-0.018,0.052000000000000005,0.07,35.546532834111446,47.335224644605866,8.737483491010726,-0.02986298741739596,0.02986298741739596,5.560864381511885e-16,0.0,6.443729392705991
2.65,-0.45,0.055,0.155,0.1,-0.006,-0.01,-0.004,-0.018,0.052000000000000005,0.07,35.54653283411145,47.33522464460587,8.737483491010728,-0.029862987417395973,0.029862987417395973,4.530850653888856e-16,0.0,6.443729392706011
2.2,-0.45,0.066,0.186,0.12,-0.006,-0.01,-0.004,-0.024,0.05350000000000001,0.07750000000000001,35.286366924803566,46.88769651597729,8.694549084570278,-0.028992095596537953,0.028992095596537953,5.550464563701341e-16,0.0,6.447824021468109
2.2,-0.45,0.066,0.186,0.12,-0.004,-0.008,-0.004,-0.024,0.05350000000000001,0.07750000000000001,35.28636692480357,46.88769651597729,8.69454908457028,-0.028992095596537953,0.028992095596537953,2.7309638792264485e-16,0.0,6.447824021468138
2.2,-0.45,0.066,0.186,0.12,-0.002,-0.006,-0.004,-0.024,0.05350000000000001,0.07750000000000001,35.28636692480358,46.88769651597729,8.69454908457028,-0.02899209559653796,0.02899209559653796,5.434531782700168e-16,0.0,6.447824021468161
2.65,-0.45,0.055,0.155,0.1,-0.006,-0.014,-0.008,-0.018,0.052000000000000005,0.07,35.50180450509362,47.32661448838201,8.825970275050878,-0.030047722828754432,0.030047722828754432,6.865046242280369e-16,0.0,6.458564682001646
2.65,-0.45,0.055,0.155,0.1,-0.002,-0.01,-0.008,-0.018,0.052000000000000005,0.07,35.501804505093624,47.326614488382006,8.82597027505088,-0.03004772282875442,0.03004772282875442,5.863673279794256e-16,0.0,6.458564682001696
2.65,-0.45,0.055,0.155,0.1,-0.004,-0.012,-0.008,-0.018,0.052000000000000005,0.07,35.501804505093624,47.32661448838199,8.82597027505088,-0.030047722828754418,0.030047722828754418,9.951818448954947e-16,0.0,6.458564682001721
2.2,-0.45,0.077,0.177,0.1,-0.004,-0.012,-0.008,-0.018,0.067,0.085,34.891128551555596,47.301959503805584,8.040593370265444,-0.027966764764751413,0.027966764764751413,6.766855887138331e-16,0.0,6.47529361636402
2.2,-0.45,0.077,0.177,0.1,-0.002,-0.01,-0.008,-0.018,0.067,0.085,34.89112855155561,47.30195950380559,8.040593370265444,-0.02796676476475142,0.02796676476475142,4.460634903009955e-16,0.0,6.475293616364047
2.2,-0.45,0.077,0.177,0.1,-0.006,-0.014,-0.008,-0.018,0.067,0.085,34.89112855155561,47.301959503805584,8.040593370265444,-0.027966764764751417,0.027966764764751417,3.524200787716854e-16,0.0,6.47529361636406
2.35,-0.45,0.066,0.166,0.1,-0.004,-0.008,-0.004,-0.018,0.05950000000000001,0.07750000000000001,34.38578660108317,46.260334424851365,8.231444347069584,-0.02794940457432751,0.02794940457432751,3.003026301015899e-16,0.0,6.477070650608116
2.35,-0.45,0.066,0.166,0.1,-0.006,-0.01,-0.004,-0.018,0.05950000000000001,0.07750000000000001,34.38578660108317,46.26033442485135,8.231444347069584,-0.027949404574327506,0.027949404574327506,5.225064428667223e-16,0.0,6.477070650608156
2.35,-0.45,0.066,0.166,0.1,-0.002,-0.006,-0.004,-0.018,0.05950000000000001,0.07750000000000001,34.38578660108317,46.26033442485135,8.231444347069584,-0.0279494045743275,0.0279494045743275,2.8510765467598696e-16,0.0,6.477070650608161
2.65,-0.45,0.055,0.145,0.09,-0.006,-0.014,-0.008,-0.018,0.05950000000000001,0.07750000000000001,33.795067980835206,45.5258018968124,8.77918977209338,-0.030873542866530945,0.030873542866530945,3.733667385024377e-16,0.0,6.478762886496563
2.65,-0.45,0.055,0.145,0.09,-0.002,-0.01,-0.008,-0.018,0.05950000000000001,0.07750000000000001,33.79506798083519,45.525801896812396,8.779189772093378,-0.030873542866530927,0.030873542866530927,3.208910222846361e-16,0.0,6.4787628864965745
2.65,-0.45,0.055,0.145,0.09,-0.004,-0.012,-0.008,-0.018,0.05950000000000001,0.07750000000000001,33.79506798083521,45.525801896812396,8.779189772093378,-0.030873542866530934,0.030873542866530934,4.447003471270075e-16,0.0,6.478762886496589
2.5,-0.4,0.066,0.156,0.09,-0.002,-0.012,-0.01,-0.024,0.046000000000000006,0.07,33.704634525419024,46.51981907746421,7.939242126281394,-0.02855392246086545,0.02855392246086545,5.719644002719722e-16,0.0,6.491452717775358
2.5,-0.4,0.066,0.156,0.09,-0.006,-0.016,-0.01,-0.024,0.046000000000000006,0.07,33.704634525419024,46.5198190774642,7.939242126281394,-0.02855392246086546,0.02855392246086546,3.5656058454891283e-16,0.0,6.491452717775387
2.5,-0.4,0.066,0.156,0.09,-0.004,-0.014,-0.01,-0.024,0.046000000000000006,0.07,33.704634525419024,46.51981907746419,7.9392421262813935,-0.028553922460865466,0.028553922460865466,4.4368244774915353e-16,0.0,6.491452717775408
