w_ckm,w_pmns,spread,ckm12,ckm23,ckm13,pmns12,pmns23,pmns13,Jckm,Jpmns,score_ckm,score_pmns,score
0.0,2.5,0.8421052631578947,0.14241399222396828,0.06652579330069344,0.049314789155330004,0.20727501836387774,0.456011269784646,0.3036493280166688,-0.006158559966820482,0.001109846630155249,0.15492659023205516,0.740363039868145,0.8952896301002001
0.5,4.0,0.8421052631578947,0.14767338831740032,0.06004841649918704,0.047908090884859304,0.6888809353788354,0.2684568993480672,0.33378192400643736,-0.008658598943334947,0.02849835809224445,0.14178311906664604,0.7542059600372055,0.8959890791038516
0.5,3.5,0.8421052631578947,0.14767338831740032,0.06004841649918704,0.047908090884859304,0.2589632711556818,0.3638436979590077,0.27703182487284567,-0.008658598943334947,0.00048345954201149037,0.14178311906664604,0.7542248557581562,0.8960079748248022
0.5,4.0,1.5526315789473686,0.14767338831740032,0.06004841649918704,0.047908090884859304,0.653556842717809,0.2813914182958427,0.38262272725881147,-0.008658598943334947,0.003898500635914447,0.14178311906664604,0.7547881516807777,0.8965712707474238
0.0,3.5,0.7473684210526316,0.14241399222396828,0.06652579330069344,0.049314789155330004,0.25790816352735213,0.3700903205160899,0.27010495988550326,-0.006158559966820482,0.0005511042854861962,0.15492659023205516,0.7421064758420612,0.8970330660741164
0.5,4.0,0.8894736842105263,0.14767338831740032,0.06004841649918704,0.047908090884859304,0.6910512885332436,0.27321336238337796,0.33780295838339797,-0.008658598943334947,0.026906944537800327,0.14178311906664604,0.7556408845332636,0.8974240035999097
0.25,3.5,0.7947368421052632,0.14452171254147578,0.06392452861175403,0.04894614013518705,0.2585331704228829,0.36694417443063626,0.27364491885538583,-0.007477649339246589,0.0004997307178384915,0.14984895620546532,0.7481675740018667,0.8980165302073321
0.5,4.0,1.505263157894737,0.14767338831740032,0.06004841649918704,0.047908090884859304,0.6593756861970723,0.28340203078469994,0.3805791278154837,-0.008658598943334947,0.005238727365178442,0.14178311906664604,0.756552783227856,0.8983359022945021
0.5,4.0,0.9368421052631579,0.14767338831740032,0.06004841649918704,0.047908090884859304,0.69247137009977,0.27725297205154675,0.3418170246428578,-0.008658598943334947,0.02524619485247704,0.14178311906664604,0.7570354226910809,0.898818541757727
0.5,4.0,1.4578947368421054,0.14767338831740032,0.06004841649918704,0.047908090884859304,0.6648723121861773,0.2851325074297744,0.37833602329722976,-0.008658598943334947,0.006656373695474178,0.14178311906664604,0.7580758280536326,0.8998589471202787
0.5,4.0,0.9842105263157894,0.14767338831740032,0.06004841649918704,0.047908090884859304,0.693146723948611,0.2806154935502439,0.3457926434929938,-0.008658598943334947,0.023532615384330328,0.14178311906664604,0.7583238738913608,0.9001069929580068
0.25,4.0,0.7,0.14452171254147578,0.06392452861175403,0.04894614013518705,0.6779749935281639,0.24949554790369516,0.32200014563140533,-0.007477649339246589,0.03268911788392409,0.14984895620546532,0.7504795912558739,0.9003285474613393
0.5,4.0,1.4105263157894736,0.14767338831740032,0.06004841649918704,0.047908090884859304,0.670006985889507,0.286556360626245,0.3758918294505268,-0.008658598943334947,0.008147269199640799,0.14178311906664604,0.7593424547137887,0.9011255737804347
0.5,4.0,1.0315789473684212,0.14767338831740032,0.06004841649918704,0.047908090884859304,0.6930918329587246,0.28334024379825345,0.34970013342258005,-0.008658598943334947,0.021782332638791212,0.14178311906664604,0.759451722583051,0.9012348416496971
0.25,4.0,0.7473684210526316,0.14452171254147578,0.06392452861175403,0.04894614013518705,0.6823200784104255,0.2566356932699255,0.32584869429759394,-0.007477649339246589,0.0314061932567767,0.14984895620546532,0.7515330794380939,0.9013820356435592
