p,beta_mass,mass_amp,score,m1,m2,m3,m2_m1,m3_m2,m3_m1,hierarchy_depth
1.1,0.9750000000000001,0.757265997501018,3.684494223809385,0.2199110802527678,1.0000000000000009,4.547292473169571,4.547292473169573,4.547292473169566,20.677868836544622,1.3155057761906148
1.1,1.0,0.7766830743600184,3.6507633064711644,0.21153471671955543,0.9999999999999996,4.727356414624659,4.727356414624655,4.727356414624661,22.347898670892903,1.3492366935288358
1.1,1.1,0.8543513817960203,3.5158396371182805,0.18110057055658077,1.0,5.521793757615867,5.521793757615869,5.521793757615867,30.490206301645568,1.4841603628817195
1.1,1.1500000000000001,0.8931855355140212,3.4483778024418386,0.16756715695466107,0.9999999999999996,5.967756559064687,5.967756559064681,5.967756559064689,35.614118348259574,1.5516221975581614
1.1,1.2000000000000002,0.9320196892320222,3.3809159677653966,0.15504507801147677,1.0000000000000009,6.449737152739398,6.449737152739404,6.4497371527393925,41.59910933942692,1.6190840322346032
1.1,1.25,0.970853842950023,3.313454133088955,0.14345875798375685,1.0000000000000002,6.970644483853855,6.9706444838538575,6.970644483853853,48.58988452028218,1.6865458669110447
1.1,1.3,1.009687996668024,3.2459922984125136,0.13273826880669312,1.000000000000001,7.533622436015803,7.533622436015812,7.533622436015795,56.75546700844069,1.7540077015874866
1.1,1.35,1.048522150386025,3.178530463736072,0.12281890805016514,1.0000000000000004,8.14206880581898,8.14206880581899,8.142068805818976,66.29328443869056,1.8214695362639282
1.1,1.4000000000000001,1.0873563041040257,3.1110686290596297,0.11364080841375497,0.9999999999999996,8.79965580990148,8.799655809901477,8.799655809901484,77.43394237273289,1.8889313709403701
1.1,1.4500000000000002,1.1261904578220268,3.0436067943831877,0.1051485764036997,0.9999999999999996,9.510352248238473,9.510352248238465,9.510352248238476,90.44679988557455,1.9563932056168123
1.1,1.5,1.1650246115400276,2.976144959706746,0.09729095801105232,1.0000000000000004,10.278447457433803,10.278447457433812,10.278447457433797,105.64648213522744,2.023855040293254
1.1,1.55,1.2038587652580286,2.9086831250303042,0.09002052937328499,1.0000000000000004,11.108577198578063,11.108577198578063,11.108577198578057,123.4004873767684,2.0913168749696958
1.1,1.6,1.2426929189760294,2.8412212903538627,0.08329341055235447,1.0000000000000002,12.00575163591657,12.005751635916571,12.005751635916566,144.13807234331338,2.1587787096461373
1.1,1.65,1.2815270726940302,2.773759455677421,0.07706900070176635,1.0000000000000002,12.975385575189913,12.975385575189911,12.97538557518991,168.3606308248464,2.226240544322579
1.1,1.7000000000000002,1.3203612264120315,2.706297621000979,0.07130973302426453,1.0000000000000016,14.023331144147331,14.023331144147349,14.02333114414731,196.65381637841244,2.293702378999021
1.1,1.75,1.359195380130032,2.6388357863245373,0.06598084804121958,1.0000000000000002,15.155913112472883,15.155913112472879,15.155913112472879,229.70170227282733,2.3611642136754627
1.1,1.8,1.398029533848033,2.571373951648096,0.06105018380530398,1.0000000000000002,16.379967064294423,16.379967064294426,16.37996706429442,268.3033210273701,2.428626048351904
1.1,1.85,1.436863687566034,2.5039121169716534,0.056487981790306625,0.9999999999999998,17.702880653661463,17.702880653661456,17.702880653661467,313.3919834377813,2.4960878830283466
1.1,1.9,1.475697841284035,2.436450282295212,0.0522667072865519,0.9999999999999993,19.13263819198532,19.1326381919853,19.132638191985333,366.05784418541515,2.563549717704788
1.1,1.9500000000000002,1.514531995002036,2.36898844761877,0.04836088321793925,1.0,20.67786883654463,20.677868836544626,20.67786883654463,427.57425962134346,2.63101155238123
1.1,2.0,1.5533661487200368,2.3015266129423284,0.044746936377622545,1.0,22.34789867089291,22.3478986708929,22.34789867089291,499.42857500449685,2.6984733870576716
1.2,0.1,0.07662834936442442,4.866882922854703,0.8579094692731,1.0,1.1656241547809145,1.1656241547809143,1.1656241547809145,1.3586796702087212,0.13311707714529653
1.2,0.125,0.09578543670553052,4.833603653568379,0.8256611056138342,1.0000000000000004,1.2111506684774198,1.2111506684774194,1.2111506684774194,1.4668859417532996,0.16639634643162052
1.2,0.15000000000000002,0.11494252404663664,4.800324384282055,0.7946249409055615,0.9999999999999998,1.2584553397737452,1.2584553397737441,1.2584553397737455,1.5837098422050517,0.1996756157179447
1.2,0.17500000000000002,0.13409961138774273,4.767045114995732,0.7647554092302,1.0000000000000002,1.3076076192865327,1.3076076192865331,1.3076076192865325,1.709837686016194,0.23295488500426836
1.2,0.2,0.15325669872884884,4.733765845709407,0.7360086574684523,1.0000000000000002,1.3586796702087203,1.358679670208721,1.35867967020872,1.8460104462384772,0.2662341542905926
1.2,0.225,0.17241378606995494,4.700486576423083,0.7083424809166052,1.0,1.4117464742563304,1.4117464742563313,1.4117464742563304,1.9930281075751808,0.29951342357691674
1.2,0.25,0.19157087341106105,4.667207307136759,0.6817162613234587,0.9999999999999996,1.4668859417532993,1.4668859417532985,1.4668859417533,2.1517543661134635,0.3327926928632408
1.2,0.275,0.21072796075216718,4.633928037850435,0.6560909072564132,1.0000000000000002,1.524179026015948,1.5241790260159491,1.5241790260159476,2.323121703346925,0.3660719621495649
1.2,0.30000000000000004,0.2298850480932733,4.600648768564111,0.6314287967091667,1.0,1.5837098422050517,1.5837098422050515,1.5837098422050517,2.5081368642971493,0.3993512314358893
1.2,0.325,0.24904213543437936,4.5673694992777865,0.6076937218667561,1.0,1.6455657908199717,1.645565790819971,1.6455657908199717,2.7078867719169577,0.43263050072221315
1.2,0.35,0.26819922277548547,4.534090229991463,0.5848508359468507,0.9999999999999996,1.709837686016195,1.7098376860161935,1.7098376860161957,2.9235449125212147,0.46590977000853706
1.2,0.375,0.2873563101165916,4.500810960705139,0.5628666020392564,1.0,1.776619888934637,1.7766198889346365,1.776619888934637,3.156378229758121,0.4991890392948612
1.2,0.4,0.3065133974576977,4.467531691418815,0.5417087438685135,1.0000000000000004,1.8460104462384779,1.8460104462384788,1.846010446238477,3.407754567621584,0.5324683085811854
