winding,spread,phase_offset,ckm12,ckm23,ckm13,pmns12,pmns23,pmns13,Jckm,Jpmns,score
2.5,2.0564102564102567,6.010003337302213,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4221560762565305,0.3383619825850945,0.23295156112525212,2.7743590100378333e-05,-0.015116611835524851,0.814423332100539
2.5,2.0564102564102567,4.917275457792719,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.42215607625653057,0.3383619825850947,0.23295156112525237,2.7743590100378333e-05,-0.015116611835524872,0.814423332100539
2.5,2.0564102564102567,6.283185307179586,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4221560762565306,0.3383619825850945,0.23295156112525217,2.7743590100378333e-05,-0.015116611835524867,0.814423332100539
2.5,2.0564102564102567,1.9122737891416133,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.42215607625653073,0.3383619825850945,0.23295156112525225,2.7743590100378333e-05,-0.015116611835524875,0.814423332100539
2.5,2.0564102564102567,2.1854557590189865,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4221560762565307,0.3383619825850945,0.23295156112525225,2.7743590100378333e-05,-0.01511661183552488,0.814423332100539
2.5,2.0564102564102567,1.6390918192642399,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4221560762565308,0.3383619825850945,0.23295156112525234,2.7743590100378333e-05,-0.015116611835524884,0.814423332100539
2.5,2.0564102564102567,3.8245475782832266,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4221560762565307,0.3383619825850945,0.23295156112525234,2.7743590100378333e-05,-0.015116611835524884,0.814423332100539
2.5,2.0564102564102567,5.73682136742484,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.42215607625653045,0.3383619825850944,0.23295156112525206,2.7743590100378333e-05,-0.015116611835524837,0.814423332100539
2.5,2.0564102564102567,4.370911518037973,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4221560762565305,0.33836198258509453,0.23295156112525225,2.7743590100378333e-05,-0.01511661183552486,0.814423332100539
2.5,2.0564102564102567,2.731819698773733,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4221560762565306,0.33836198258509453,0.23295156112525237,2.7743590100378333e-05,-0.015116611835524874,0.814423332100539
2.5,2.0564102564102567,1.0927278795094932,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.42215607625653057,0.3383619825850947,0.2329515611252527,2.7743590100378333e-05,-0.015116611835524865,0.8144233321005392
2.5,2.0564102564102567,0.0,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4221560762565306,0.3383619825850944,0.23295156112525242,2.7743590100378333e-05,-0.015116611835524867,0.8144233321005392
2.5,2.0564102564102567,5.463639397547466,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.42215607625653057,0.3383619825850941,0.23295156112525203,2.7743590100378333e-05,-0.01511661183552486,0.8144233321005392
2.5,2.0564102564102567,3.551365608405853,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4221560762565305,0.33836198258509453,0.23295156112525245,2.7743590100378333e-05,-0.015116611835524884,0.8144233321005392
2.5,2.0564102564102567,1.3659098493868664,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4221560762565305,0.33836198258509437,0.23295156112525214,2.7743590100378333e-05,-0.015116611835524846,0.8144233321005392
2.5,2.0564102564102567,0.5463639397547466,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4221560762565305,0.33836198258509453,0.2329515611252523,2.7743590100378333e-05,-0.015116611835524865,0.8144233321005392
2.5,2.0564102564102567,2.4586377288963597,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4221560762565304,0.3383619825850945,0.23295156112525234,2.7743590100378333e-05,-0.015116611835524861,0.8144233321005392
2.5,2.0564102564102567,3.0050016686511065,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4221560762565306,0.33836198258509453,0.23295156112525267,2.7743590100378333e-05,-0.015116611835524863,0.8144233321005394
2.5,2.0564102564102567,4.0977295481606,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.42215607625653045,0.3383619825850946,0.23295156112525256,2.7743590100378333e-05,-0.01511661183552487,0.8144233321005394
2.5,2.0564102564102567,3.2781836385284797,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.42215607625653034,0.33836198258509426,0.23295156112525223,2.7743590100378333e-05,-0.01511661183552487,0.8144233321005394
2.5,2.0564102564102567,5.1904574276700925,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4221560762565304,0.3383619825850946,0.23295156112525264,2.7743590100378333e-05,-0.01511661183552487,0.8144233321005394
2.5,2.0564102564102567,0.8195459096321199,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4221560762565303,0.3383619825850944,0.23295156112525245,2.7743590100378333e-05,-0.015116611835524856,0.8144233321005396
2.5,2.0205128205128204,4.917275457792719,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4208126106836558,0.33259658760579547,0.2304979928086221,2.7743590100378333e-05,-0.01572915838723543,0.8190786243360826
2.5,2.0205128205128204,6.010003337302213,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4208126106836558,0.3325965876057954,0.23049799280862218,2.7743590100378333e-05,-0.015729158387235445,0.8190786243360828
2.5,2.0205128205128204,0.0,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4208126106836558,0.33259658760579547,0.2304979928086222,2.7743590100378333e-05,-0.01572915838723544,0.8190786243360828
2.5,2.0205128205128204,1.9122737891416133,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4208126106836556,0.3325965876057955,0.23049799280862215,2.7743590100378333e-05,-0.01572915838723543,0.8190786243360828
2.5,2.0205128205128204,4.644093487915346,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4208126106836557,0.3325965876057954,0.23049799280862204,2.7743590100378333e-05,-0.01572915838723543,0.8190786243360828
2.5,2.0205128205128204,3.2781836385284797,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4208126106836556,0.33259658760579547,0.23049799280862202,2.7743590100378333e-05,-0.015729158387235424,0.8190786243360828
2.5,2.0205128205128204,1.3659098493868664,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.42081261068365555,0.33259658760579547,0.23049799280862213,2.7743590100378333e-05,-0.01572915838723542,0.819078624336083
2.5,2.0205128205128204,1.6390918192642399,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4208126106836557,0.33259658760579536,0.23049799280862238,2.7743590100378333e-05,-0.015729158387235417,0.819078624336083
2.5,2.0205128205128204,5.463639397547466,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.42081261068365555,0.33259658760579536,0.23049799280862215,2.7743590100378333e-05,-0.015729158387235428,0.819078624336083
