align_rank,cp_e,cp_nu,cp_rel,beta_e,beta_nu,beta_rel,phase_e,phase_nu,phase_rel,theta12,theta23,theta13,J,absJ,raw_unitarity,raw_leakage,gap_e,gap_nu,s1,s2,s3,L12,L23,L13,LJ,Lleak,Lunit,Lsign,Lgap,loss,P_overlap,P_misalignment,L12_check,L23_check,L13_check,LJ_check,Lalign,loss_with_Lalign,noalign_rank,loss_without_Lalign,loss_without_Lalign_validation
74,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.03,0.03,0.06,33.41778847120419,48.91948137577987,8.485024242631557,-0.0310051349648861,0.0310051349648861,0.9526717831365132,0.1976304018986586,1.0904309218585813,1.0810593149391954,0.9953725237546864,0.9427179189167908,0.2321532995796936,0.0003426055635048,0.0349736437930479,0.1155340694454493,0.1099729375657977,6.917064066453053,14.290076747047696,0.0,0.0921043630858272,21.560068432954377,0.6444595633994392,0.3555404366005608,0.0003426055635048533,0.024287252634061042,0.058945953798698665,0.04887686114035488,42.664852392067296,61.39479211379258,11,18.729939721725287,18.729939721725287
75,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.0099999999999999,0.04,0.05,33.41778847120431,48.91948137577972,8.485024242631459,-0.0310051349648854,0.0310051349648854,0.952671783136512,0.1976304018986575,1.0904309218585817,1.0810593149391954,0.9953725237546864,0.9427179189167912,0.2321532995796958,0.0003426055635011,0.0349736437930851,0.115534069445715,0.1099729375659442,6.917064066453014,14.29007674704768,0.0,0.0921043630858272,21.560068432954765,0.6444595633994399,0.3555404366005601,0.00034260556350112695,0.024287252634086882,0.05894595379883421,0.04887686114042341,42.66485239206722,61.39479211379265,12,18.72993972172543,18.72993972172543
76,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.02,0.02,-3.469446951953614e-18,33.41778847120505,48.91948137578005,8.485024242631468,-0.0310051349648856,0.0310051349648856,0.9526717831365136,0.1976304018986591,1.0904309218585793,1.0810593149391954,0.9953725237546872,0.9427179189167908,0.2321532995796928,0.0003426055634783,0.0349736437930018,0.1155340694456908,0.1099729375658943,6.917064066453069,14.290076747047705,0.0,0.0921043630858273,21.560068432954665,0.6444595633994397,0.35554043660056034,0.00034260556347833046,0.02428725263402905,0.05894595379882189,0.048876861140403974,42.66485239206724,61.394792113792676,14,18.729939721725437,18.729939721725437
77,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.0,0.02,0.02,33.41778847120548,48.91948137577987,8.485024242631356,-0.0310051349648864,0.0310051349648864,0.952671783136513,0.1976304018986584,1.0904309218585806,1.0810593149391954,0.9953725237546872,0.9427179189167904,0.232153299579694,0.0003426055634651,0.0349736437930479,0.1155340694459952,0.1099729375657202,6.917064066453046,14.290076747047696,0.0,0.0921043630858272,21.5600684329548,0.6444595633994396,0.35554043660056045,0.0003426055634649593,0.024287252634061042,0.05894595379897715,0.04887686114032523,42.66485239206725,61.39479211379273,15,18.729939721725483,18.729939721725483
78,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.03,0.07,0.1,33.41778847120395,48.919481375779,8.48502424263166,-0.0310051349648857,0.0310051349648857,0.9526717831365143,0.1976304018986598,1.0904309218585813,1.0810593149391947,0.9953725237546868,0.9427179189167902,0.2321532995796913,0.0003426055635123,0.034973643793264,0.1155340694451692,0.1099729375658744,6.917064066453095,14.290076747047715,0.0,0.0921043630858272,21.560068432954456,0.6444595633994387,0.35554043660056134,0.00034260556351230605,0.024287252634211148,0.05894595379855574,0.04887686114039409,42.66485239206736,61.39479211379279,13,18.72993972172543,18.72993972172543
79,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.0199999999999999,0.02,0.0399999999999999,33.417788471205505,48.91948137578,8.485024242631301,-0.0310051349648861,0.0310051349648861,0.952671783136513,0.1976304018986587,1.0904309218585804,1.0810593149391954,0.9953725237546872,0.9427179189167908,0.2321532995796936,0.0003426055634643,0.0349736437930142,0.1155340694461449,0.1099729375657946,6.917064066453054,14.290076747047696,0.0,0.0921043630858272,21.560068432955,0.6444595633994398,0.35554043660056023,0.00034260556346430175,0.02428725263403767,0.058945953799053555,0.04887686114035488,42.664852392067225,61.3947921137928,16,18.729939721725582,18.729939721725582
80,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.0099999999999999,0.01,0.0199999999999999,33.4177884712028,48.919481375779576,8.485024242631345,-0.0310051349648837,0.0310051349648837,0.9526717831365112,0.1976304018986566,1.0904309218585817,1.0810593149391958,0.9953725237546868,0.9427179189167918,0.2321532995796976,0.0003426055635478,0.0349736437931205,0.1155340694460241,0.1099729375663085,6.917064066452983,14.290076747047667,0.0,0.0921043630858272,21.56006843295548,0.6444595633994408,0.35554043660055923,0.0003426055635478161,0.024287252634111488,0.05894595379899194,0.04887686114059045,42.664852392067104,61.39479211379286,18,18.729939721725756,18.729939721725756
81,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.0099999999999999,0.05,0.06,33.41778847120324,48.91948137577906,8.485024242631518,-0.0310051349648843,0.0310051349648843,0.952671783136513,0.1976304018986589,1.0904309218585817,1.0810593149391947,0.9953725237546872,0.9427179189167918,0.232153299579693,0.0003426055635342,0.0349736437932498,0.1155340694455556,0.1099729375661873,6.917064066453062,14.290076747047696,0.0,0.0921043630858272,21.56006843295511,0.6444595633994403,0.3555404366005597,0.0003426055635342259,0.024287252634201312,0.058945953798752886,0.04887686114053147,42.66485239206716,61.39479211379287,17,18.729939721725707,18.729939721725707
82,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.02,0.06,0.0399999999999999,33.41778847120464,48.91948137577964,8.485024242631345,-0.0310051349648846,0.0310051349648846,0.9526717831365136,0.1976304018986595,1.0904309218585793,1.081059314939195,0.9953725237546872,0.942717918916792,0.2321532995796917,0.000342605563491,0.0349736437931045,0.1155340694460241,0.1099729375661221,6.917064066453085,14.290076747047705,0.0,0.0921043630858273,21.56006843295536,0.6444595633994402,0.3555404366005598,0.0003426055634910438,0.024287252634100413,0.05894595379899194,0.04887686114050215,42.664852392067175,61.394792113792995,20,18.72993972172582,18.72993972172582
83,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.0099999999999999,0.03,0.0399999999999999,33.4177884712041,48.91948137577978,8.485024242631255,-0.0310051349648848,0.0310051349648848,0.9526717831365124,0.1976304018986579,1.0904309218585817,1.0810593149391954,0.995372523754687,0.942717918916791,0.232153299579695,0.0003426055635077,0.0349736437930691,0.1155340694462705,0.1099729375660815,6.917064066453029,14.290076747047689,0.0,0.0921043630858272,21.56006843295547,0.64445956339944,0.35554043660056,0.0003426055635077029,0.024287252634075808,0.05894595379911763,0.048876861140482376,42.6648523920672,61.394792113793,19,18.7299397217258,18.7299397217258
84,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.0,0.06,0.06,33.41778847120511,48.91948137577942,8.485024242631237,-0.0310051349648855,0.0310051349648855,0.9526717831365132,0.1976304018986587,1.0904309218585806,1.081059314939195,0.9953725237546872,0.942717918916791,0.2321532995796935,0.0003426055634765,0.0349736437931595,0.1155340694463188,0.1099729375659204,6.917064066453054,14.290076747047696,0.0,0.0921043630858272,21.56006843295545,0.6444595633994399,0.3555404366005601,0.00034260556347657676,0.024287252634138556,0.058945953799142276,0.04887686114041352,42.66485239206722,61.39479211379306,21,18.729939721725845,18.729939721725845
85,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.02,0.08,0.06,33.4177884712044,48.91948137577909,8.48502424263136,-0.0310051349648845,0.0310051349648845,0.9526717831365134,0.197630401898659,1.0904309218585793,1.0810593149391945,0.9953725237546868,0.942717918916791,0.2321532995796928,0.0003426055634982,0.034973643793241,0.1155340694459855,0.1099729375661497,6.917064066453068,14.2900767470477,0.0,0.0921043630858273,21.56006843295547,0.6444595633994396,0.35554043660056045,0.00034260556349827734,0.02428725263419515,0.05894595379897222,0.04887686114051204,42.66485239206725,61.39479211379313,22,18.729939721725874,18.729939721725874
86,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.0099999999999999,0.07,0.08,33.4177884712039,48.91948137577899,8.48502424263136,-0.0310051349648846,0.0310051349648846,0.9526717831365134,0.1976304018986591,1.0904309218585817,1.0810593149391947,0.9953725237546868,0.9427179189167912,0.2321532995796927,0.0003426055635138,0.0349736437932658,0.1155340694459855,0.109972937566116,6.917064066453071,14.2900767470477,0.0,0.0921043630858272,21.56006843295548,0.6444595633994396,0.35554043660056045,0.00034260556351384047,0.024287252634212383,0.05894595379897222,0.04887686114050215,42.66485239206725,61.39479211379316,23,18.729939721725906,18.729939721725906
87,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.0,0.08,0.08,33.41778847120484,48.91948137577885,8.485024242631251,-0.0310051349648853,0.0310051349648853,0.9526717831365128,0.1976304018986583,1.0904309218585806,1.0810593149391945,0.9953725237546872,0.9427179189167902,0.2321532995796943,0.0003426055634849,0.0349736437933012,0.1155340694462802,0.109972937565971,6.91706406645304,14.290076747047694,0.0,0.0921043630858273,21.5600684329556,0.6444595633994396,0.35554043660056045,0.00034260556348490636,0.024287252634236988,0.05894595379912256,0.04887686114043329,42.66485239206725,61.39479211379317,24,18.729939721725923,18.729939721725923
88,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.0199999999999999,0.06,0.0799999999999999,33.41778847120508,48.91948137577952,8.48502424263118,-0.031005134964885,0.031005134964885,0.9526717831365134,0.197630401898659,1.0904309218585804,1.081059314939195,0.9953725237546872,0.9427179189167912,0.2321532995796928,0.0003426055634774,0.0349736437931347,0.1155340694464734,0.1099729375660278,6.917064066453068,14.2900767470477,0.0,0.0921043630858273,21.56006843295571,0.64445956339944,0.35554043660056,0.0003426055634774536,0.02428725263412133,0.058945953799221136,0.048876861140462954,42.6648523920672,61.39479211379319,25,18.72993972172598,18.72993972172598
89,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.02,0.0,-0.02,33.41778847120422,48.91948137577954,8.485024242631214,-0.031005134964884,0.031005134964884,0.9526717831365128,0.1976304018986583,1.0904309218585793,1.081059314939195,0.9953725237546868,0.9427179189167908,0.2321532995796941,0.0003426055635039,0.0349736437931294,0.1155340694463816,0.109972937566251,6.917064066453042,14.290076747047692,0.0,0.0921043630858273,21.560068432955827,0.6444595633994396,0.35554043660056045,0.0003426055635039766,0.02428725263411764,0.05894595379917431,0.04887686114056113,42.66485239206725,61.39479211379326,26,18.729939721726,18.729939721726
90,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.02,0.04,0.0199999999999999,33.41778847120424,48.91948137577988,8.485024242631109,-0.0310051349648837,0.0310051349648837,0.9526717831365126,0.1976304018986582,1.0904309218585793,1.0810593149391954,0.9953725237546868,0.942717918916792,0.2321532995796944,0.0003426055635033,0.0349736437930443,0.1155340694466666,0.1099729375663139,6.917064066453038,14.290076747047689,0.0,0.0921043630858273,21.560068432956083,0.6444595633994404,0.35554043660055956,0.000342605563503319,0.024287252634058586,0.05894595379931971,0.04887686114059045,42.66485239206715,61.39479211379326,29,18.729939721726108,18.729939721726108
91,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.0199999999999999,0.08,0.1,33.41778847120487,48.91948137577899,8.485024242631196,-0.0310051349648849,0.0310051349648849,0.9526717831365128,0.1976304018986585,1.0904309218585804,1.0810593149391945,0.9953725237546868,0.9427179189167908,0.2321532995796938,0.0003426055634838,0.0349736437932658,0.1155340694464299,0.10997293756605,6.91706406645305,14.290076747047694,0.0,0.0921043630858273,21.5600684329558,0.6444595633994396,0.35554043660056045,0.0003426055634838103,0.024287252634212383,0.05894595379919895,0.0488768611404725,42.66485239206725,61.39479211379328,27,18.729939721726026,18.729939721726026
92,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.0,0.0,0.0,33.41778847120467,48.91948137577932,8.485024242631113,-0.0310051349648849,0.0310051349648849,0.9526717831365122,0.1976304018986577,1.0904309218585806,1.081059314939195,0.995372523754687,0.94271791891679,0.2321532995796955,0.0003426055634899,0.0349736437931843,0.1155340694466569,0.1099729375660508,6.917064066453021,14.290076747047683,0.0,0.0921043630858272,21.560068432955912,0.6444595633994393,0.35554043660056067,0.0003426055634899479,0.02428725263415578,0.05894595379931479,0.0488768611404725,42.66485239206728,61.394792113793315,28,18.729939721726033,18.729939721726033
93,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.0,0.04,0.04,33.41778847120467,48.91948137577968,8.485024242630999,-0.0310051349648845,0.0310051349648845,0.952671783136512,0.1976304018986575,1.0904309218585806,1.0810593149391954,0.995372523754687,0.9427179189167908,0.2321532995796957,0.0003426055634899,0.0349736437930939,0.1155340694469661,0.1099729375661413,6.917064066453015,14.29007674704768,0.0,0.0921043630858272,21.56006843295621,0.64445956339944,0.35554043660056,0.0003426055634899479,0.024287252634093034,0.058945953799472504,0.04887686114051204,42.6648523920672,61.39479211379336,31,18.72993972172615,18.72993972172615
94,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.0199999999999999,0.0,0.0199999999999999,33.41778847120469,48.91948137577951,8.485024242631066,-0.0310051349648845,0.0310051349648845,0.9526717831365124,0.1976304018986579,1.0904309218585804,1.081059314939195,0.9953725237546864,0.9427179189167908,0.2321532995796951,0.0003426055634895,0.0349736437931382,0.1155340694467825,0.1099729375661306,6.917064066453027,14.290076747047683,0.0,0.0921043630858273,21.56006843295608,0.6444595633994394,0.35554043660056056,0.00034260556348950956,0.02428725263412256,0.05894595379937886,0.04887686114051204,42.66485239206727,61.394792113793386,30,18.72993972172612,18.72993972172612
95,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.0199999999999999,0.04,0.06,33.4177884712047,48.91948137577981,8.485024242630946,-0.0310051349648842,0.0310051349648842,0.9526717831365122,0.1976304018986577,1.0904309218585804,1.0810593149391954,0.9953725237546864,0.9427179189167912,0.2321532995796955,0.000342605563489,0.034973643793062,0.115534069447111,0.1099729375662165,6.917064066453019,14.290076747047683,0.0,0.0921043630858272,21.56006843295641,0.6444595633994398,0.35554043660056023,0.00034260556348907105,0.02428725263407089,0.05894595379954644,0.048876861140541364,42.664852392067225,61.39479211379347,32,18.729939721726247,18.729939721726247
96,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.02,0.05,0.03,33.41778847120316,48.9194813757792,8.485024242631177,-0.0310051349648825,0.0310051349648825,0.9526717831365136,0.1976304018986596,1.0904309218585793,1.0810593149391947,0.9953725237546872,0.9427179189167924,0.2321532995796917,0.0003426055635366,0.0349736437932144,0.115534069446483,0.1099729375665816,6.917064066453087,14.290076747047705,0.0,0.0921043630858273,21.56006843295643,0.6444595633994404,0.35554043660055956,0.000342605563536637,0.0242872526341767,0.05894595379922607,0.048876861140708404,42.66485239206715,61.394792113793535,33,18.72993972172639,18.72993972172639
97,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.02,0.01,-0.01,33.41778847120268,48.91948137577975,8.485024242630992,-0.0310051349648819,0.0310051349648819,0.9526717831365118,0.1976304018986574,1.0904309218585793,1.0810593149391958,0.995372523754687,0.942717918916792,0.232153299579696,0.0003426055635515,0.0349736437930762,0.1155340694469854,0.1099729375667196,6.91706406645301,14.290076747047676,0.0,0.0921043630858273,21.560068432956847,0.6444595633994408,0.35554043660055923,0.0003426055635515424,0.02428725263408073,0.058945953799482365,0.04887686114076737,42.664852392067104,61.394792113793564,35,18.72993972172646,18.72993972172646
98,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.0,0.01,0.01,33.41778847120314,48.91948137577948,8.485024242630884,-0.0310051349648828,0.0310051349648828,0.9526717831365116,0.1976304018986566,1.0904309218585806,1.0810593149391958,0.9953725237546872,0.9427179189167912,0.2321532995796975,0.0003426055635372,0.0349736437931453,0.11553406944728,0.1099729375665202,6.917064066452983,14.290076747047673,0.0,0.0921043630858272,21.560068432956967,0.6444595633994407,0.35554043660055934,0.00034260556353729463,0.024287252634127482,0.058945953799632696,0.04887686114067908,42.66485239206712,61.39479211379361,37,18.729939721726495,18.729939721726495
99,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.0,0.05,0.05,33.417788471203615,48.91948137577897,8.485024242631066,-0.0310051349648833,0.0310051349648833,0.9526717831365132,0.1976304018986588,1.0904309218585806,1.0810593149391947,0.9953725237546872,0.9427179189167912,0.2321532995796932,0.0003426055635226,0.0349736437932711,0.1155340694467825,0.1099729375664013,6.91706406645306,14.290076747047696,0.0,0.0921043630858273,21.56006843295656,0.64445956339944,0.35554043660056,0.0003426055635226083,0.02428725263421607,0.05894595379937886,0.048876861140629994,42.6648523920672,61.394792113793635,34,18.72993972172643,18.72993972172643
