beta_u,beta_d,tw12,tw23,eps_cp,q_cp,theta12,theta23,theta13,J,Hu,Hd,cp_total,LOSS
4.75,4.2,0.423,0.06275,0.008,1.75,13.031551358353262,2.416618713348084,0.21327918917188837,9.23730664345113e-06,8.251595156157334,7.296147296376188,0.021645563081536784,0.26327298345231986
4.75,4.2,0.423,0.06275,0.008,2.0,13.029774108583748,2.3977168565457125,0.21223836909792312,9.63030226716578e-06,8.251595156157334,7.296147296219775,0.020222222222222225,0.24406858592073452
4.75,4.2,0.423,0.06275,0.008,2.25,13.028611281441597,2.383627539537953,0.21136471247218366,9.97120385900531e-06,8.251595156157334,7.296147295761371,0.01902001232155617,0.22909164715003363
4.75,4.2,0.423,0.06275,0.008,2.5,13.027863251558106,2.3729744642044883,0.21062139932728938,1.0268474259321394e-05,8.251595156157334,7.2961472961871365,0.01799273976047263,0.21708687121309425
4.75,4.2,0.423,0.06275,0.008,2.75,13.027399570910504,2.3648192619206077,0.20998163957193705,1.0529200956102894e-05,8.251595156157334,7.2961472959473905,0.01710590015087409,0.20724548520229635
4.75,4.2,0.423,0.06275,0.008,3.0,13.027133191443557,2.3585098401921996,0.20942550722853562,1.0759207307866128e-05,8.251595156157334,7.29614729593137,0.016333333333333335,0.19902695862292766
4.75,4.2,0.423,0.06275,0.009000000000000001,0.5,13.092126233384684,2.840634586071732,0.22800261373018058,5.702742547703237e-06,8.251595156157334,7.296147295747848,0.03979865565848736,0.7355255678813968
4.75,4.2,0.423,0.06275,0.009000000000000001,0.75,13.069892546944189,2.7032873280948255,0.22384452022802212,6.289130368089188e-06,8.251595156157334,7.29614729577759,0.03513713599012237,0.5663339859496515
4.75,4.2,0.423,0.06275,0.009000000000000001,1.0,13.055739035830687,2.6085118478324922,0.22082261857324875,6.9198253187692516e-06,8.251595156157334,7.296147295775712,0.0315,0.45866059979212787
4.75,4.2,0.423,0.06275,0.009000000000000001,1.25,13.04649595643571,2.541839806571938,0.21852939613294498,7.515827124605608e-06,8.251595156157334,7.296147295936332,0.028609388545157724,0.3879162771152801
4.75,4.2,0.423,0.06275,0.009000000000000001,1.5,13.040324100561904,2.4939959221975547,0.21673071731360893,8.052240804518399e-06,8.251595156157334,7.296147296259765,0.026271915212985074,0.33951721230387605
4.75,4.2,0.423,0.06275,0.009000000000000001,1.75,13.036126190868341,2.458991417807409,0.21528282521869707,8.525729203794682e-06,8.251595156157334,7.296147295878725,0.024351258466728885,0.30500037608742797
4.75,4.2,0.423,0.06275,0.009000000000000001,2.0,13.033229459100092,2.432910903442692,0.2140926290364571,8.94094769937192e-06,8.251595156157334,7.296147296145109,0.022750000000000003,0.27941695034163383
4.75,4.2,0.423,0.06275,0.009000000000000001,2.25,13.031210397405825,2.413153579928972,0.21309723371344924,9.304923461890633e-06,8.251595156157334,7.296147296032442,0.02139751386175069,0.259801911612188
4.75,4.2,0.423,0.06275,0.009000000000000001,2.5,13.029795644681993,2.3979610207635345,0.21225265822423248,9.62480750823667e-06,8.251595156157334,7.2961472956954845,0.02024183223053171,0.24432187450115075
4.75,4.2,0.423,0.06275,0.009000000000000001,2.75,13.028804561774304,2.386122290278969,0.21152725490969346,9.907061172269912e-06,8.251595156157334,7.296147296099268,0.019244137669733354,0.23180438102571463
4.75,4.2,0.423,0.06275,0.009000000000000001,3.0,13.028115157282791,2.376788118128131,0.21089768772623108,1.0157241981832363e-05,8.251595156157334,7.296147295815453,0.018375000000000002,0.22147437758831026
4.75,4.2,0.423,0.06275,0.010000000000000002,0.5,13.117444602848384,2.985323399328403,0.23232276573545785,5.409689194167287e-06,8.251595156157334,7.296147295815325,0.044220728509430395,0.9268552262395426
4.75,4.2,0.423,0.06275,0.010000000000000002,0.75,13.088201827567937,2.8171982398156485,0.22730181952927303,5.779624455175259e-06,8.251595156157334,7.296147296183202,0.03904126221124709,0.7056994895290096
4.75,4.2,0.423,0.06275,0.010000000000000002,1.0,13.069308002816602,2.6995071004614215,0.22372738938926356,6.310304054780091e-06,8.251595156157334,7.296147296086439,0.035,0.5618853775501264
4.75,4.2,0.423,0.06275,0.010000000000000002,1.25,13.056758103244247,2.615592735794956,0.22105610421706576,6.864805683723168e-06,8.251595156157334,7.296147295992607,0.0317882094946197,0.4664183094672046
4.75,4.2,0.423,0.06275,0.010000000000000002,1.5,13.048212768993162,2.554604792151345,0.21898419483205,7.389669229637642e-06,8.251595156157334,7.29614729605513,0.029191016903316748,0.40114540714805585
4.75,4.2,0.423,0.06275,0.010000000000000002,1.75,13.042266853877706,2.5094358943069586,0.2173299305030019,7.867000126499449e-06,8.251595156157334,7.296147295966902,0.027056953851920987,0.35494921076973424
4.75,4.2,0.423,0.06275,0.010000000000000002,2.0,13.038052805365556,2.4753798037918737,0.21597826135828851,8.29382879109124e-06,8.251595156157334,7.296147296180265,0.025277777777777784,0.32109824754478167
4.75,4.2,0.423,0.06275,0.010000000000000002,2.25,13.035020549386429,2.449275183763136,0.21485290114388744,8.673103057319897e-06,8.251595156157334,7.296147295939648,0.023775015401945217,0.29547934588684777
4.75,4.2,0.423,0.06275,0.010000000000000002,2.5,13.032812364349093,2.428963330901992,0.21390130926544015,9.00976173051236e-06,8.251595156157334,7.296147295931216,0.02249092470059079,0.275525578641835
4.75,4.2,0.423,0.06275,0.010000000000000002,2.75,13.031190015049757,2.4129444221902276,0.21308613702587362,9.309062382177428e-06,8.251595156157334,7.29614729598903,0.02138237518859262,0.2595918309806525
4.75,4.2,0.423,0.06275,0.010000000000000002,3.0,13.029991295309234,2.4001580926018415,0.21238011268150891,9.575915096748759e-06,8.251595156157334,7.29614729583747,0.02041666666666667,0.24659347347683347
4.75,4.2,0.423,0.06275,0.011,0.5,13.146849347559064,3.142049520193875,0.23709567956436223,5.406868423658839e-06,8.251595156157334,7.296147296107111,0.048642801360373425,1.1472362581069966
4.75,4.2,0.423,0.06275,0.011,0.75,13.109722056233313,2.9422778801040312,0.23103420161786395,5.465896609222701e-06,8.251595156157334,7.296147295875054,0.04294538843237179,0.8687204911188995
4.75,4.2,0.423,0.06275,0.011,1.0,13.085471333065573,2.8007064518633684,0.22680736659746192,5.839091111510368e-06,8.251595156157334,7.296147295823352,0.0385,0.6849301071092364
4.75,4.2,0.423,0.06275,0.011,1.25,13.069168063484579,2.6986006094213466,0.22369926951658872,6.315426224517116e-06,8.251595156157334,7.2961472960406,0.034967030444081657,0.5608204291796207
4.75,4.2,0.423,0.06275,0.011,1.5,13.057917201118462,2.62359148527414,0.22131802175825394,6.804340916136261e-06,8.251595156157334,7.296147295989542,0.032110118593648415,0.475238496732353
4.75,4.2,0.423,0.06275,0.011,1.75,13.049970317125673,2.5674745545274917,0.21943427948997155,7.268666997540477e-06,8.251595156157334,7.296147295991737,0.029762649237113078,0.4146311554391628
4.75,4.2,0.423,0.06275,0.011,2.0,13.044241984067417,2.5247550461123445,0.21790580756530503,7.695090286738426e-06,8.251595156157334,7.296147295742327,0.027805555555555552,0.37042953897188285
4.75,4.2,0.423,0.06275,0.011,2.25,13.040040154591061,2.491704404696496,0.21663998112718613,8.080848309445412e-06,8.251595156157334,7.296147295829166,0.02615251694213973,0.33723989966995427
4.75,4.2,0.423,0.06275,0.011,2.5,13.036912228112817,2.4657535964151496,0.21557397394482453,8.427653977572704e-06,8.251595156157334,7.296147296200734,0.024740017170649865,0.31163362986381216
4.75,4.2,0.423,0.06275,0.011,2.75,13.034555031881753,2.445103302787369,0.2146636893663179,8.738910282190659e-06,8.251595156157334,7.296147295886468,0.023520612707451875,0.2913906771850111
4.75,4.2,0.423,0.06275,0.011,3.0,13.032760912026479,2.4284721637886295,0.2138772641938647,9.018449538778124e-06,8.251595156157334,7.296147295887142,0.022458333333333334,0.27504068672745746
4.75,4.2,0.423,0.06275,0.012,0.5,13.180308087353781,3.309090942703426,0.24240976790938615,5.727718065872897e-06,8.251595156157334,7.296147296080707,0.053064874211316476,1.4017729040989824
4.75,4.2,0.423,0.06275,0.012,0.75,13.134434244219351,3.077156759821357,0.23509991798805197,5.370887842580906e-06,8.251595156157334,7.2961472961010845,0.0468495146534965,1.054229490363313
4.75,4.2,0.423,0.06275,0.012,1.0,13.104217263134457,2.911040589727875,0.23010207151666404,5.522669637216004e-06,8.251595156157334,7.296147296189762,0.041999999999999996,0.8271590153958022
4.75,4.2,0.423,0.06275,0.012,1.25,13.083718192683186,2.7900337742116093,0.226486631795046,5.880007489741593e-06,8.251595156157334,7.2961472957899,0.03814585139354363,0.6715892302657085
4.75,4.2,0.423,0.06275,0.012,1.5,13.069432220785153,2.700311262691958,0.22375232447031856,6.305774632011274e-06,8.251595156157334,7.296147295979518,0.03502922028398009,0.5628306997571109
4.75,4.2,0.423,0.06275,0.012,1.75,13.059232950656147,2.632603144735885,0.221610924107403,6.738295589978549e-06,8.251595156157334,7.296147295922396,0.032468344622305176,0.48524766209488535
4.75,4.2,0.423,0.06275,0.012,2.0,13.051794372458465,2.5806386777375967,0.21988683219251595,7.150891316028401e-06,8.251595156157334,7.296147296012409,0.030333333333333334,0.42858305808494473
4.75,4.2,0.423,0.06275,0.012,2.25,13.04626726905237,2.5401239480035347,0.21846757201123979,7.533276489741147e-06,8.251595156157334,7.296147296216437,0.028530018482334253,0.38614890910693855
4.75,4.2,0.423,0.06275,0.012,2.5,13.042093763372336,2.508076131978643,0.21727796073298675,7.882810835457225e-06,8.251595156157334,7.296147296199262,0.026989109640708945,0.3535836189757443
4.75,4.2,0.423,0.06275,0.012,2.75,13.038898475762476,2.4823907188825833,0.2162658907912195,8.200318526071278e-06,8.251595156157334,7.296147295957295,0.025658850226311137,0.3280143442632079
4.75,4.2,0.423,0.06275,0.012,3.0,13.036423116056111,2.461559053999502,0.21539411272164555,8.488074929979394e-06,8.251595156157334,7.296147296270319,0.0245,0.307517968042395
4.75,4.2,0.423,0.06275,0.013000000000000001,0.5,13.217784706183789,3.4849520176613966,0.24835423099793705,6.405744636802865e-06,8.251595156157334,7.296147296326753,0.057486947062259514,1.7044082788976522
4.75,4.2,0.423,0.06275,0.013000000000000001,0.75,13.162317021603629,3.220595676396697,0.23955932119258186,5.517590774792389e-06,8.251595156157334,7.296147295952971,0.05075364087462121,1.263821003170818
4.75,4.2,0.423,0.06275,0.013000000000000001,1.0,13.125532442639136,3.0295059916200366,0.23365311910919542,5.377561066929231e-06,8.251595156157334,7.296147295911849,0.0455,0.9875559137992216
4.75,4.2,0.423,0.06275,0.013000000000000001,1.25,13.100399743667863,2.8890884368040854,0.22944771016500295,5.570896941173016e-06,8.251595156157334,7.296147295661853,0.0413246723430056,0.7982762188748893
4.75,4.2,0.423,0.06275,0.013000000000000001,1.5,13.082751856062934,2.784122003129022,0.2263086779332569,5.9035110954699834e-06,8.251595156157334,7.296147296029731,0.03794832197431177,0.664234193617312
4.75,4.2,0.423,0.06275,0.013000000000000001,1.75,13.070050530934203,2.704307272926009,0.2238760869258916,6.283468802556393e-06,8.251595156157334,7.296147295876142,0.03517404000749728,0.5675363561051
4.75,4.2,0.423,0.06275,0.013000000000000001,2.0,13.060706891945545,2.6426161339742205,0.2219338513140478,6.667404640086651e-06,8.251595156157334,7.296147295799848,0.03286111111111112,0.4964580233190361
4.75,4.2,0.423,0.06275,0.013000000000000001,2.25,13.05369959002508,2.5941970736004194,0.22034555396675828,7.03551592330068e-06,8.251595156157334,7.29614729594331,0.030907520022528775,0.4431222296471794
4.75,4.2,0.423,0.06275,0.013000000000000001,2.5,13.048355209074538,2.555655021355009,0.2190212284565077,7.379568006009047e-06,8.251595156157334,7.2961472960924105,0.029238202110768025,0.4022402730388226
4.75,4.2,0.423,0.06275,0.013000000000000001,2.75,13.044218973696388,2.5245785509481324,0.2178992679288625,7.697008400207265e-06,8.251595156157334,7.296147296186229,0.027797087745170403,0.3702501484032239
4.75,4.2,0.423,0.06275,0.013000000000000001,3.0,13.040976818845422,2.49922847049724,0.2169360956100058,7.98802737111623e-06,8.251595156157334,7.296147295807558,0.02654166666666667,0.34472940976461397
4.75,4.2,0.423,0.06275,0.014000000000000002,0.5,13.25923951001992,3.6683513897338647,0.2550168842679022,7.474510667884217e-06,8.251595156157334,7.2961472959399485,0.061909019913202565,2.0750917972534775
4.75,4.2,0.423,0.06275,0.014000000000000002,0.75,13.193346711834511,3.371493634475775,0.2444737694456543,5.9290428716467745e-06,8.251595156157334,7.2961472957937925,0.05465776709574592,1.5042732515572657
4.75,4.2,0.423,0.06275,0.014000000000000002,1.0,13.149401972323243,3.1551809855976725,0.2375036466599687,5.420321225276317e-06,8.251595156157334,7.296147295864267,0.049,1.1663988748867529
4.75,4.2,0.423,0.06275,0.014000000000000002,1.25,13.11920288706557,2.9950042849250194,0.23261348672242504,5.400468360673618e-06,8.251595156157334,7.296147296443342,0.04450349329246757,0.9400657212598191
4.75,4.2,0.423,0.06275,0.014000000000000002,1.5,13.097869351079485,2.874400414981642,0.22900991883275262,5.60711141381451e-06,8.251595156157334,7.296147296191938,0.04086742366464345,0.7791056262161096
4.75,4.2,0.423,0.06275,0.014000000000000002,1.75,13.082418248032697,2.782076219875142,0.22624704386483482,5.91178559443715e-06,8.251595156157334,7.296147295830148,0.03787973539268938,0.6616948071866997
4.75,4.2,0.423,0.06275,0.014000000000000002,2.0,13.070976012970402,2.7102675765046538,0.22406025482516903,6.2508158956120475e-06,8.251595156157334,7.296147296113273,0.0353888888888889,0.5745803476785407
4.75,4.2,0.423,0.06275,0.014000000000000002,2.25,13.062334459268955,2.6535767460554243,0.2222845350189905,6.592705433754089e-06,8.251595156157334,7.29614729606709,0.033285021562723296,0.508835878152168
4.75,4.2,0.423,0.06275,0.014000000000000002,2.5,13.055694517741886,2.60820145476016,0.2208123472852379,6.922269886991579e-06,8.251595156157334,7.296147296211831,0.03148729458082711,0.4583216214221573
4.75,4.2,0.423,0.06275,0.014000000000000002,2.75,13.050514917615622,2.571424656168703,0.21957086599006057,7.232708498195253e-06,8.251595156157334,7.296147295896722,0.029935325264029665,0.41880075368856845
4.75,4.2,0.423,0.06275,0.014000000000000002,3.0,13.046420735965606,2.541275838990829,0.21850909460801118,7.521549183637502e-06,8.251595156157334,7.296147295816876,0.028583333333333336,0.38733509901397095
4.75,4.2,0.423,0.06275,0.015,0.5,13.304629397870684,3.8582006821364265,0.26248202068219106,8.967621990288617e-06,8.251595156157334,7.296147295559654,0.06633109276414559,2.533927482447355
4.75,4.2,0.423,0.06275,0.015,0.75,13.227497413033953,3.528884964516745,0.24990447240959732,6.628319660112458e-06,8.251595156157334,7.2961472956492965,0.05856189331687062,1.7874494353602235
4.75,4.2,0.423,0.06275,0.015,1.0,13.175809445636277,3.287232623870832,0.24169769264029775,5.667536415808038e-06,8.251595156157334,7.296147296167138,0.0525,1.3669522185862635
4.75,4.2,0.423,0.06275,0.015,1.25,13.140116734027927,3.1070753302346694,0.23601605829727937,5.381119442877513e-06,8.251595156157334,7.296147296135476,0.047682314241929535,1.0967750274577348
4.75,4.2,0.423,0.06275,0.015,1.5,13.114777179373837,2.970553624895659,0.231879939436162,5.426155516930495e-06,8.251595156157334,7.296147296329932,0.04378652535497511,0.9067966394241664
4.75,4.2,0.423,0.06275,0.015,1.75,13.096330713843322,2.8654137480491344,0.2287419952543547,5.6308599170318534e-06,8.251595156157334,7.2961472961007985,0.040585430777881466,0.7674391368550354
4.75,4.2,0.423,0.06275,0.015,2.0,13.08259775996702,2.7831773526257444,0.2262802215594602,5.907322836001079e-06,8.251595156157334,7.296147295911075,0.03791666666666667,0.6630612441626573
4.75,4.2,0.423,0.06275,0.015,2.25,13.072168866279965,2.7179136495222247,0.2242957925631135,6.209993785907483e-06,8.251595156157334,7.296147296114166,0.035662523102917815,0.5836603272692856
4.75,4.2,0.423,0.06275,0.015,2.5,13.064109357783476,2.6654204118043086,0.22266045680068794,6.515269150912943e-06,8.251595156157334,7.29614729569146,0.03373638705088618,0.5223347561295789
4.75,4.2,0.423,0.06275,0.015,2.75,13.057784466225424,2.6226784025493726,0.22128821765095494,6.811154394339774e-06,8.251595156157334,7.296147295999835,0.03207356278288892,0.47422859834993425
4.75,4.2,0.423,0.06275,0.015,3.0,13.05275338807391,2.5874868798521806,0.22011941207918592,7.091888650776314e-06,8.251595156157334,7.296147295973666,0.030625,0.4359050371633231
4.75,4.2,0.423,0.06275,0.016,0.5,13.353908043427799,4.053579883602802,0.27082844128748934,1.0918714979436285e-05,8.251595156157334,7.29614729617555,0.07075316561508863,3.0969607591187986
4.75,4.2,0.423,0.06275,0.016,0.75,13.264741085828975,3.691930093720987,0.25591132219195517,7.638527921133807e-06,8.251595156157334,7.296147295852702,0.062466019537995326,2.127652954346086
4.75,4.2,0.423,0.06275,0.016,1.0,13.204736994314048,3.4249170346441264,0.24627953828402172,6.135819497114694e-06,8.251595156157334,7.296147296066413,0.056,1.5961038655298063
4.75,4.2,0.423,0.06275,0.016,1.25,13.163129361916626,3.2246552957434207,0.23968825913059671,5.52526938047684e-06,8.251595156157334,7.29614729624331,0.0508611351913915,1.2699839069652654
4.75,4.2,0.423,0.06275,0.016,1.5,13.133467058708673,3.072026648015502,0.23494346222147852,5.370240585908818e-06,8.251595156157334,7.296147296080488,0.04670562704530679,1.046988650833304
4.75,4.2,0.423,0.06275,0.016,1.75,13.111781971145415,2.9538459796333534,0.23137992463158827,5.448319642079209e-06,8.251595156157334,7.296147295932606,0.04329112616307357,0.8842463771610685
4.75,4.2,0.423,0.06275,0.016,2.0,13.095567717541027,2.860941445186285,0.22860862656749206,5.643134571149092e-06,8.251595156157334,7.296147296030767,0.04044444444444445,0.7616512714587148
4.75,4.2,0.423,0.06275,0.016,2.25,13.08319945237077,2.786862861937054,0.22639120979009536,5.892539127472609e-06,8.251595156157334,7.2961472957947615,0.03804002464311234,0.6676410820134799
4.75,4.2,0.423,0.06275,0.016,2.5,13.07359711645327,2.7270164711427065,0.2245752206912807,6.162926322957182e-06,8.251595156157334,7.296147295626005,0.03598547952094526,0.5945333994547687
4.75,4.2,0.423,0.06275,0.016,2.75,13.066025546732499,2.678085649750568,0.2230593096515264,6.436088316224631e-06,8.251595156157334,7.296147295667612,0.03421180030174818,0.5369102572295775
4.75,4.2,0.423,0.06275,0.016,3.0,13.059973102403154,2.6376418473996126,0.22177374563304283,6.702299758332662e-06,8.251595156157334,7.296147295488224,0.03266666666666667,0.49087722942364825
4.75,4.2,0.423,0.06275,0.017,0.5,13.407026085855621,4.2537129180620825,0.28012778415687556,1.3361443763631672e-05,8.251595156157334,7.296147295645282,0.07517523846603168,3.7751585673337607
4.75,4.2,0.423,0.06275,0.017,0.75,13.305047646824722,3.8599031876186096,0.26255176284302956,8.982798862137292e-06,8.251595156157334,7.29614729619118,0.06637014575912005,2.5384240428875393
4.75,4.2,0.423,0.06275,0.017,1.0,13.236165337572434,3.5675755511875544,0.25129303019233246,6.8418059476528514e-06,8.251595156157334,7.2961472961889005,0.059500000000000004,1.8634463659589509
4.75,4.2,0.423,0.06275,0.017,1.25,13.188227841283677,3.347158938522101,0.24366326012565254,5.845356441677805e-06,8.251595156157334,7.296147295378486,0.054039956140853475,1.4637287184729728
4.75,4.2,0.423,0.06275,0.017,1.5,13.153929967384002,3.178306464206554,0.23822579665897964,5.448979477095696e-06,8.251595156157334,7.296147295917951,0.04962472873563847,1.2004526601104901
4.75,4.2,0.423,0.06275,0.017,1.75,13.128765503867863,3.0469266485478688,0.234180445301151,5.3718054867080405e-06,8.251595156157334,7.296147295961174,0.04599682154826567,1.011781869702296
4.75,4.2,0.423,0.06275,0.017,2.0,13.109881036789778,2.943172980564724,0.23106094021098236,5.464470804240808e-06,8.251595156157334,7.296147295903194,0.04297222222222223,0.8699192619457776
4.75,4.2,0.423,0.06275,0.017,2.25,13.095422515141442,2.860089134019304,0.22858320662214435,5.645508428782668e-06,8.251595156157334,7.296147295786761,0.040417526183306865,0.7605496220964735
4.75,4.2,0.423,0.06275,0.017,2.5,13.084154902725064,2.7926986379790875,0.22656677771417616,5.869609357284637e-06,8.251595156157334,7.296147296057476,0.03823457199100434,0.6749128152746653
4.75,4.2,0.423,0.06275,0.017,2.75,13.075235857297768,2.737393050101094,0.22489254681096862,6.1112588163746596e-06,8.251595156157334,7.296147295926491,0.036350037820607445,0.607010190460106
4.75,4.2,0.423,0.06275,0.017,3.0,13.068078014604382,2.6915193066581367,0.22347916093582665,6.356041934532024e-06,8.251595156157334,7.296147296025845,0.034708333333333334,0.5525256774773213
4.75,4.2,0.423,0.06275,0.018000000000000002,0.5,13.463931328773267,4.457945184288827,0.2904432577086957,1.6329467402605158e-05,8.251595156157334,7.296147296035338,0.07959731131697471,4.575348874903749
4.75,4.2,0.423,0.06275,0.018000000000000002,0.75,13.348385067151728,4.032178783296473,0.2698797552690037,1.0684281270992996e-05,8.251595156157334,7.296147296250547,0.07027427198024475,3.030581487776301
4.75,4.2,0.423,0.06275,0.018000000000000002,1.0,13.270073834149121,3.714628401784008,0.2567809070130802,7.802149918957786e-06,8.251595156157334,7.296147295918262,0.063,2.1793946057328695
4.75,4.2,0.423,0.06275,0.018000000000000002,1.25,13.21539826575815,3.474060560818929,0.24797415309688495,6.3538355415363075e-06,8.251595156157334,7.29614729592775,0.05721877709031545,1.6843306049819127
4.75,4.2,0.423,0.06275,0.018000000000000002,1.5,13.176156161663782,3.2889234755839913,0.24175258096581348,5.671999141422437e-06,8.251595156157334,7.29614729579231,0.05254383042597015,1.3696271581019202
4.75,4.2,0.423,0.06275,0.018000000000000002,1.75,13.147274247876528,3.144240151760374,0.23716363542196944,5.408969935831454e-06,8.251595156157334,7.296147295676077,0.04870251693345777,1.1504245328993714
4.75,4.2,0.423,0.06275,0.018000000000000002,2.0,13.12553244265729,3.0295059916200437,0.23365311910919334,5.377561066906679e-06,8.251595156157334,7.296147296159788,0.045500000000000006,0.9875559138050561
4.75,4.2,0.423,0.06275,0.018000000000000002,2.25,13.108834013242104,2.93727083268416,0.2308846649636078,5.474076921245519e-06,8.251595156157334,7.296147296376374,0.04279502772350138,0.8620227420091189
4.75,4.2,0.423,0.06275,0.018000000000000002,2.5,13.095779550675818,2.862184172363619,0.22864568867977716,5.639693212503775e-06,8.251595156157334,7.296147295884539,0.04048366446106342,0.7632583414856737
4.75,4.2,0.423,0.06275,0.018000000000000002,2.75,13.08541286925677,2.800351613712756,0.2267967132282545,5.840420443319386e-06,8.251595156157334,7.2961472962987965,0.03848827533946671,0.6844852787861155
4.75,4.2,0.423,0.06275,0.018000000000000002,3.0,13.077066070146133,2.74889937467667,0.22524306249982448,6.056379789212528e-06,8.251595156157334,7.296147295973766,0.036750000000000005,0.6209457096882196
4.75,4.2,0.423,0.06275,0.019000000000000003,0.5,13.524568943962837,4.66572380298888,0.3018288434817284,1.9856437038168195e-05,8.251595156157334,7.296147295984796,0.08401938416791775,5.50162660459326
4.75,4.2,0.423,0.06275,0.019000000000000003,0.75,13.394719475317988,4.208218693999354,0.27794489130484884,1.2766134653938166e-05,8.251595156157334,7.296147296294726,0.07417839820136946,3.6118169000402807
4.75,4.2,0.423,0.06275,0.019000000000000003,1.0,13.306440537530527,3.8655672377249535,0.26278415618554285,9.033520279112632e-06,8.251595156157334,7.296147295993939,0.0665,2.5534342582002663
4.75,4.2,0.423,0.06275,0.019000000000000003,1.25,13.244625782823643,3.6048907336359473,0.25265353087598214,7.0631758058419675e-06,8.251595156157334,7.296147296354973,0.06039759803977742,1.9394333978947094
4.75,4.2,0.423,0.06275,0.019000000000000003,1.5,13.200135194625238,3.4034510655522014,0.24554951308275083,6.048939039813607e-06,8.251595156157334,7.29614729599734,0.05546293211630182,1.5587196639010505
4.75,4.2,0.423,0.06275,0.019000000000000003,1.75,13.167300602950279,3.2454028587141353,0.24034986316417198,5.567476161402567e-06,8.251595156157334,7.296147295553917,0.051408212318649865,1.30171392044549
4.75,4.2,0.423,0.06275,0.019000000000000003,2.0,13.142516241496164,3.119597700967494,0.23640148940081238,5.3886439523678255e-06,8.251595156157334,7.2961472958626254,0.04802777777777779,1.114749247132679
4.75,4.2,0.423,0.06275,0.019000000000000003,2.25,13.123429571564479,3.0181026832753766,0.23330884831126078,5.383427534068992e-06,8.251595156157334,7.296147296128343,0.04517252926369591,0.9717884692664502
4.75,4.2,0.423,0.06275,0.019000000000000003,2.5,13.108467623431512,2.9352014695561195,0.23082287935152573,5.477559426246689e-06,8.251595156157334,7.296147296004776,0.0427327569311225,0.8592585921255689
4.75,4.2,0.423,0.06275,0.019000000000000003,2.75,13.09655382987867,2.8667195390658056,0.22878093051771514,5.627333411557605e-06,8.251595156157334,7.2961472959047775,0.040626512858325976,0.7691313136454494
4.75,4.2,0.423,0.06275,0.019000000000000003,3.0,13.08693502668656,2.809566399670417,0.22707316229992822,5.806582852590429e-06,8.251595156157334,7.296147295870334,0.038791666666666676,0.6960651332690209
4.75,4.2,0.423,0.06275,0.02,0.5,13.588881679942673,4.876580712193301,0.314328983791177,2.397598302409515e-05,8.251595156157334,7.296147295789986,0.08844145701886079,6.556505826010857
4.75,4.2,0.423,0.06275,0.02,0.75,13.444015263474517,4.387559878163743,0.28679170075439,1.5251522358043085e-05,8.251595156157334,7.296147296107703,0.07808252442249417,4.287208388979591
4.75,4.2,0.423,0.06275,0.02,1.0,13.345242253358299,4.019947351780219,0.2693414273334811,1.0552596646239837e-05,8.251595156157334,7.296147295828933,0.06999999999999999,2.993170577290607
4.75,4.2,0.423,0.06275,0.02,1.25,13.275894627127851,3.739232011297739,0.25773307594280964,7.985858129845244e-06,8.251595156157334,7.29614729592677,0.06357641898923938,2.2367712314107373
4.75,4.2,0.423,0.06275,0.02,1.5,13.225855935969758,3.521503870696089,0.24964207643086594,6.589449554501685e-06,8.251595156157334,7.296147295564468,0.058382033806633496,1.7732617475333254
4.75,4.2,0.423,0.06275,0.02,1.75,13.188836445315715,3.3500631138258607,0.24375960426620896,5.854996938869147e-06,8.251595156157334,7.296147295893608,0.05411390770384196,1.4685275873465176
4.75,4.2,0.423,0.06275,0.02,2.0,13.160826329618953,3.2131296108237235,0.2393226232381684,5.503966346549673e-06,8.251595156157334,7.296147295812799,0.05055555555555556,1.252524526092229
4.75,4.2,0.423,0.06275,0.02,2.25,13.13920448721057,3.1022974849542035,0.23586931603043992,5.378750330085284e-06,8.251595156157334,7.296147295742446,0.04755003080389042,1.0899435342528516
4.75,4.2,0.423,0.06275,0.02,2.5,13.122215416956038,3.011492088305247,0.23310957930895557,5.387595688392853e-06,8.251595156157334,7.296147296063376,0.04498184940118158,0.9626803093822256
4.75,4.2,0.423,0.06275,0.02,2.75,13.10865576546084,2.9362643525950767,0.23085461302327762,5.475763271096511e-06,8.251595156157334,7.296147295925496,0.04276475037718523,0.8606780471147588
4.75,4.2,0.423,0.06275,0.02,3.0,13.097682456082806,2.873311088111768,0.2289774461249536,5.609925313288292e-06,8.251595156157334,7.2961472960116005,0.04083333333333333,0.7776888991120886
4.75,4.2,0.423,0.063125,0.001,0.5,13.03926585612988,2.3778589056153936,0.20144125942224056,1.4624326791758124e-05,8.251595156157334,7.296147296164877,0.004422072850943039,0.0973776318863819
4.75,4.2,0.423,0.063125,0.001,0.75,13.040483102699381,2.3818862877917844,0.20106668720794355,1.479017386636465e-05,8.251595156157334,7.296147296274085,0.003904126221124708,0.09434367466635928
4.75,4.2,0.423,0.063125,0.001,1.0,13.041472788392978,2.3852590454684326,0.2007741994517112,1.4919489975522351e-05,8.251595156157334,7.296147296175548,0.0035,0.09206158285171565
4.75,4.2,0.423,0.063125,0.001,1.25,13.042284299891833,2.388082959721953,0.2005416016561573,1.5022192451231986e-05,8.251595156157334,7.296147295954614,0.003178820949461969,0.09030367282765452
