# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  128       4.884725255190e-10       1.462398856690e-13      -5.380109352262e-12       6.818831271280e-16       5.226779033739e-12       8.326497880863e-13      -5.303737031441e-15 
  129       4.931315973297e-10       1.469960760535e-13      -5.442661084805e-12       6.931052515023e-16       5.114714642814e-12       8.187756055947e-13      -5.227705451383e-15 
  130       4.977929377646e-10       1.476895504221e-13      -5.503218120091e-12       7.044416403235e-16       5.005855335100e-12       8.052346632621e-13      -5.152054088857e-15 
  131       5.024553821341e-10       1.483196197416e-13      -5.561712292828e-12       7.158931403750e-16       4.900107112201e-12       7.920238154063e-13      -5.076995039142e-15 
  132       5.071176849690e-10       1.488856561138e-13      -5.618075929072e-12       7.274606080079e-16       4.797356332535e-12       7.791380581913e-13      -5.002746960352e-15 
  133       5.117785180195e-10       1.493870943751e-13      -5.672241881947e-12       7.391449091344e-16       4.697469224817e-12       7.665704802086e-13      -4.929535135469e-15 
  134       5.164364682542e-10       1.498234336943e-13      -5.724143567373e-12       7.509469192212e-16       4.600291401533e-12       7.543122130582e-13      -4.857591534386e-15 
  135       5.210900358592e-10       1.501942391717e-13      -5.773714999777e-12       7.628675232829e-16       4.505647372415e-12       7.423523819303e-13      -4.787154875947e-15 
  136       5.257376322368e-10       1.504991434375e-13      -5.820890827821e-12       7.749076158758e-16       4.413340057919e-12       7.306780561864e-13      -4.718470689984e-15 
  137       5.303777170566e-10       1.507378754678e-13      -5.865606979366e-12       7.870680666582e-16       4.323192611277e-12       7.192768280150e-13      -4.651731262714e-15 
  138       5.350092296499e-10       1.509103470153e-13      -5.907802596094e-12       7.993496130640e-16       4.235179798834e-12       7.081449541636e-13      -4.586888327925e-15 
  139       5.396311986693e-10       1.510165781950e-13      -5.947418367737e-12       8.117529564595e-16       4.149309355662e-12       6.972799669287e-13      -4.523821020631e-15 
  140       5.442426059343e-10       1.510566728242e-13      -5.984395980015e-12       8.242787953559e-16       4.065580680861e-12       6.866780892420e-13      -4.462393938020e-15 
  141       5.488423853132e-10       1.510308201937e-13      -6.018678154225e-12       8.369278251846e-16       3.983984619578e-12       6.763342019325e-13      -4.402456819935e-15 
  142       5.534294216042e-10       1.509392968394e-13      -6.050208686823e-12       8.497007380722e-16       3.904503245026e-12       6.662418109885e-13      -4.343844229329e-15 
  143       5.580025494173e-10       1.507824683134e-13      -6.078932489017e-12       8.625982226149e-16       3.827109640496e-12       6.563930148205e-13      -4.286375232740e-15 
  144       5.625605520560e-10       1.505607909554e-13      -6.104795626354e-12       8.756209636541e-16       3.751767681380e-12       6.467784715226e-13      -4.229853080757e-15 
  145       5.671021603986e-10       1.502748136641e-13      -6.127745358302e-12       8.887696420506e-16       3.678431817187e-12       6.373873661355e-13      -4.174064888488e-15 
  146       5.716260517801e-10       1.499251796687e-13      -6.147730177845e-12       9.020449344600e-16       3.607046853557e-12       6.282073779079e-13      -4.118781316026e-15 
  147       5.761308488735e-10       1.495126282998e-13      -6.164699851067e-12       9.154475131075e-16       3.537547734282e-12       6.192246475597e-13      -4.063756248915e-15 
  148       5.806151185714e-10       1.490379967613e-13      -6.178605456738e-12       9.289780455624e-16       3.469859323321e-12       6.104237445433e-13      -4.008726478624e-15 
  149       5.850773708682e-10       1.485022219013e-13      -6.189399425905e-12       9.426371945138e-16       3.403896186821e-12       6.017876343065e-13      -3.953411383007e-15 
  150       5.895160577408e-10       1.479063419838e-13      -6.197035581476e-12       9.564256175445e-16       3.339562375128e-12       5.932976455542e-13      -3.897512606776e-15 
  151       5.939295720307e-10       1.472514984598e-13      -6.201469177812e-12       9.703439669068e-16       3.276751204810e-12       5.849334375112e-13      -3.840713741967e-15 
  152       5.983162463258e-10       1.465389377386e-13      -6.202656940309e-12       9.843928892968e-16       3.215345040672e-12       5.766729671839e-13      -3.782680008404e-15 
  153       6.026744744138e-10       1.457699963629e-13      -6.200557337292e-12       9.985729765118e-16       3.155239618362e-12       5.684975659558e-13      -3.723139514666e-15 
  154       6.070030906998e-10       1.449460512549e-13      -6.195131340790e-12       1.012884612735e-15       3.096420014490e-12       5.604077691578e-13      -3.662136211327e-15 
  155       6.113010240829e-10       1.440685682016e-13      -6.186341812273e-12       1.027328112563e-15       3.038891354213e-12       5.524089020826e-13      -3.599799946674e-15 
  156       6.155671780624e-10       1.431391197088e-13      -6.174153317133e-12       1.041903768375e-15       2.982654812976e-12       5.445060962119e-13      -3.536267094213e-15 
  157       6.198004302444e-10       1.421593866881e-13      -6.158532165455e-12       1.056611849861e-15       2.927707523522e-12       5.367042825001e-13      -3.471680648627e-15 
  158       6.239996318470e-10       1.411311601431e-13      -6.139446452790e-12       1.071452603542e-15       2.874042482884e-12       5.290081846578e-13      -3.406190321721e-15 
  159       6.281636072066e-10       1.400563428568e-13      -6.116866100922e-12       1.086426252298e-15       2.821648459395e-12       5.214223124363e-13      -3.339952638382e-15 
  160       6.322911532836e-10       1.389369510784e-13      -6.090762898642e-12       1.101532994893e-15       2.770509899682e-12       5.139509549104e-13      -3.273131032526e-15 
  161       6.363810391681e-10       1.377751162096e-13      -6.061110542519e-12       1.116773005497e-15       2.720606835672e-12       5.065981737632e-13      -3.205895943055e-15 
  162       6.404320055859e-10       1.365730864921e-13      -6.027884677664e-12       1.132146433213e-15       2.671914791590e-12       4.993677965692e-13      -3.138424909805e-15 
  163       6.444427644046e-10       1.353332286939e-13      -5.991062938512e-12       1.147653401601e-15       2.624404690963e-12       4.922634100782e-13      -3.070902669504e-15 
  164       6.484119981387e-10       1.340580297963e-13      -5.950624989580e-12       1.163294008203e-15       2.578042763618e-12       4.852883534993e-13      -3.003521251720e-15 
  165       6.523383594565e-10       1.327500986809e-13      -5.906552566248e-12       1.179068324068e-15       2.532790452688e-12       4.784457117846e-13      -2.936480074815e-15 
